OID_,giga_school_id,latitude,longitude,hex8,percent_3g,percent_4g,percent_2g,Included,Predicted,StdError
39,G_NGA_008363,6.02179,7.01138,88588b2331fffff,38.53,33.7,27.77,Yes,33.6361171,0.036700463
40,G_NGA_008420,6.264194,6.819403,88588bab21fffff,39.38,35,25.61,Yes,35.02619499,0.044191105
41,G_NGA_008611,6.040471,6.998388,88588b2301fffff,38.51,33.95,27.54,Yes,33.93296546,0.039110751
42,G_NGA_009128,6.010346,6.856435,88588b394bfffff,38.49,33.76,27.75,Yes,33.72828558,0.036266456
44,G_NGA_009572,6.024209,6.88507,88588b3861fffff,38.57,33.62,27.81,Yes,33.71451356,0.038972888
45,G_NGA_009956,6.149853,6.831905,88588b041dfffff,39.93,33.92,26.15,Yes,33.88737823,0.026671788
46,G_NGA_010103,6.143932,6.779423,88588b0731fffff,40.55,32.82,26.62,Yes,32.96511889,0.022961444
80,G_NGA_017060,6.94987,7.65589,8858d4c907fffff,40.33,34.46,25.21,Yes,34.46194571,0.046985371
166,G_NGA_033963,6.128486667,7.500271667,8858d61949fffff,39.25,32.81,27.94,Yes,32.76541706,0.041896882
167,G_NGA_034089,6.493544,7.504991,8858d6988bfffff,40.02,33.52,26.46,Yes,33.49709778,0.029911022
168,G_NGA_034265,6.4727483,7.5907667,8858d681c9fffff,39.8,33.95,26.25,Yes,33.9731967,0.022699508
169,G_NGA_034287,6.478293,7.48119,8858d698e7fffff,40.36,33.21,26.43,Yes,33.35322572,0.02829355
170,G_NGA_034855,6.270557,7.194654,8858d6d819fffff,39.6,33.51,26.89,Yes,33.53681906,0.044393501
171,G_NGA_035344,6.961121667,7.394663333,88588931c1fffff,40.44,34.65,24.9,Yes,34.6347385,0.035842149
172,G_NGA_035350,6.908822,7.438257,885889235bfffff,40.36,34.2,25.43,Yes,34.23785909,0.037284159
173,G_NGA_035406,6.929895,7.344571667,8858893a1bfffff,40.53,34.6,24.87,Yes,34.5607871,0.052411761
174,G_NGA_035483,6.745868333,7.736608333,8858d45811fffff,40.01,34.45,25.54,Yes,34.45722555,0.049744345
175,G_NGA_035637,6.342205,7.586008333,8858d688b5fffff,39.67,33.57,26.76,Yes,33.60377241,0.038427863
176,G_NGA_036138,6.818407,7.388113,8858892a41fffff,40.46,34.22,25.32,Yes,34.20274728,0.033962965
177,G_NGA_036311,6.852886667,7.37681,885889388dfffff,40.43,34.3,25.28,Yes,34.21956187,0.027815043
178,G_NGA_036480,6.16347,7.288075,8858d6caa9fffff,38.98,33.39,27.63,Yes,33.30401546,0.051889789
179,G_NGA_036517,6.805523,7.56421,8858892e1dfffff,40.3,34.14,25.56,Yes,34.15306045,0.035697478
180,G_NGA_036644,6.893038333,7.506775,88588922a9fffff,40.29,34.2,25.5,Yes,34.16416967,0.038135283
181,G_NGA_036886,6.416785,7.469088333,8858d68b43fffff,40.09,33.41,26.5,Yes,33.35345496,0.046973571
182,G_NGA_037064,6.7517183,6.9429783,885889446dfffff,40.05,35.37,24.58,Yes,35.39038719,0.051701567
316,G_NGA_008765,6.140247,7.098906,88588b3463fffff,38.74,33.7,27.56,Yes,33.70134243,0.045021682
317,G_NGA_008877,6.198022,7.05186,88588badb1fffff,38.78,34.06,27.16,Yes,34.09519537,0.028706333
318,G_NGA_008998,6.155123,6.892526,88588b3367fffff,38.92,34.73,26.34,Yes,34.71530052,0.039330849
319,G_NGA_009019,6.18955,6.9817,88588b32c5fffff,38.88,34.6,26.52,Yes,34.64042167,0.034762375
320,G_NGA_009081,6.029878,6.832361,88588b3b67fffff,38.66,33.77,27.57,Yes,33.80362715,0.036722708
321,G_NGA_009183,6.118151,6.836232,88588b0437fffff,38.96,34.12,26.92,Yes,34.04300531,0.03231323
322,G_NGA_009229,6.075442,6.847548,88588b05b1fffff,38.68,33.93,27.39,Yes,33.96752013,0.042864933
323,G_NGA_009527,6.18468,6.98834,88588b32ebfffff,38.91,34.52,26.57,Yes,34.53382409,0.037941853
325,G_NGA_009828,6.08798,6.754302,88588b0e57fffff,38.76,34,27.24,Yes,34.03497548,0.040911157
326,G_NGA_009872,6.120533,6.791181,88588b0557fffff,39.95,33.33,26.72,Yes,33.39786006,0.024662585
327,G_NGA_009900,6.122633,6.779762,88588b0555fffff,39.32,33.56,27.12,Yes,33.45590819,0.02914747
328,G_NGA_010004,6.13415,6.80339,88588b0467fffff,40.33,33.35,26.33,Yes,33.36778391,0.028673913
474,G_NGA_034146,6.497906667,7.511208333,8858d698d7fffff,40.23,33.42,26.35,Yes,33.53212489,0.031007315
475,G_NGA_034418,6.440089,7.501989,8858d68a0dfffff,38.95,33.32,27.73,Yes,33.2311453,0.023237202
476,G_NGA_034443,6.452686667,7.501903333,8858d68a41fffff,39.22,32.94,27.84,Yes,33.04379942,0.026758736
477,G_NGA_034722,6.401169,7.20956,8858d6d313fffff,40,34.34,25.66,Yes,34.33908384,0.054759816
478,G_NGA_034771,6.497765,7.124658,8858896867fffff,40.17,34.68,25.15,Yes,34.76179659,0.066586431
479,G_NGA_035071,6.935758333,7.508145,8858893535fffff,40.34,34.11,25.55,Yes,34.1085529,0.040101251
480,G_NGA_035477,6.721856,7.643028,8858892c97fffff,39.98,34.22,25.8,Yes,34.24009352,0.0668662
481,G_NGA_036849,6.429716,7.416024,8858d6d6c3fffff,40.58,33.6,25.82,Yes,33.64624559,0.030856465
482,G_NGA_036914,6.427345,7.409248,8858d6d6c7fffff,40.61,33.58,25.81,Yes,33.64284015,0.026439502
561,G_NGA_008408,6.320165,6.887563,88588baa1bfffff,39.43,34.98,25.59,Yes,34.99318312,0.038372408
562,G_NGA_008749,6.409981,7.038481,88588ba70bfffff,39.59,34.9,25.51,Yes,34.89732676,0.05114894
563,G_NGA_009060,6.029020591,6.857143959,88588b3b39fffff,38.73,33.65,27.62,Yes,33.72106684,0.038558291
568,G_NGA_009875,6.12326348,6.79040157,88588b0551fffff,39.78,33.3,26.92,Yes,33.36283044,0.022590336
569,G_NGA_010233,6.013958,7.209161,88588b2415fffff,38.63,33.48,27.89,Yes,33.44805868,0.054214861
667,G_NGA_028166,6.614626667,7.71351,8858d6948bfffff,40.01,34.34,25.65,Yes,34.27302891,0.059790993
693,G_NGA_034070,6.483233,7.534899,8858d68145fffff,39.91,33.47,26.63,Yes,33.52466327,0.026551019
694,G_NGA_034117,6.605859,7.423526,8858896495fffff,40.35,34.21,25.44,Yes,34.21767628,0.044755924
695,G_NGA_034190,6.457261169,7.543188644,8858d68129fffff,39.53,33.4,27.07,Yes,33.41639016,0.026997612
696,G_NGA_034526,6.411356667,7.504188333,8858d68a27fffff,39.55,32.84,27.6,Yes,32.84952879,0.025616703
697,G_NGA_034970,6.68295,7.427764,88588929abfffff,40.48,34.1,25.43,Yes,34.10381491,0.038902802
698,G_NGA_035148,6.937473,7.490237,8858893525fffff,40.27,34.18,25.54,Yes,34.17354463,0.036002875
699,G_NGA_035177,6.982622,7.378263,8858893067fffff,40.34,34.69,24.97,Yes,34.67266216,0.04674594
701,G_NGA_035284,6.960245,7.434866667,88588930adfffff,40.42,34.46,25.12,Yes,34.48143859,0.03518525
702,G_NGA_035462,6.769371667,7.706706667,8858d4584bfffff,40.05,34.47,25.48,Yes,34.4675998,0.041514247
703,G_NGA_035729,6.202818333,7.668865,8858d60245fffff,39.81,32.88,27.31,Yes,32.88162931,0.038908466
704,G_NGA_035879,6.279276667,7.543283333,8858d61363fffff,39.61,33.01,27.38,Yes,33.03986622,0.03876717
705,G_NGA_035953,6.310691667,7.551365,8858d689b5fffff,39.93,33.1,26.97,Yes,33.15730117,0.028163022
706,G_NGA_036016,6.761651667,7.35469,8858892b05fffff,40.43,34.42,25.15,Yes,34.4071909,0.050312046
707,G_NGA_036417,6.125234,7.286863,8858d6c8edfffff,39.05,33.13,27.82,Yes,33.14748495,0.031242402
708,G_NGA_036466,6.189443333,7.233593333,8858d6ca05fffff,38.97,33.61,27.43,Yes,33.59361517,0.070234659
709,G_NGA_036545,6.8668,7.651886,8858892411fffff,40.24,34.43,25.33,Yes,34.45615185,0.034306521
710,G_NGA_036728,6.30064,7.364701,8858d6c28bfffff,39.58,33.36,27.06,Yes,33.39271982,0.040269633
711,G_NGA_036826,6.42977,7.408761,8858d6d6c7fffff,40.58,33.62,25.8,Yes,33.66886824,0.025319939
712,G_NGA_037083,6.745755,6.965108333,8858894463fffff,40.04,35.41,24.55,Yes,35.41137573,0.057337804
808,G_NGA_008688,6.335362,7.131205,88588ba59bfffff,39.8,34.21,25.99,Yes,34.19727773,0.037701679
811,G_NGA_009947,6.15898,6.798719,88588b0445fffff,40.42,33.5,26.08,Yes,33.53185375,0.032265823
812,G_NGA_010018,6.161841,6.778078,88588b071dfffff,39.41,34.25,26.34,Yes,33.97516695,0.02384448
813,G_NGA_010147,6.082338,7.097812,88588b22d9fffff,38.63,33.6,27.77,Yes,33.57355809,0.049085656
860,G_NGA_017195,6.992261,7.721559,8858d4c813fffff,40.31,34.48,25.2,Yes,34.50558671,0.056184543
861,G_NGA_017197,6.934511,7.657873,8858d4c935fffff,40.33,34.46,25.21,Yes,34.46841994,0.04734619
953,G_NGA_033750,6.109551,7.607096,8858d618bdfffff,39.58,32.61,27.81,Yes,32.60539453,0.030623889
955,G_NGA_033807,6.170646667,7.525836667,8858d61a25fffff,39.39,32.67,27.93,Yes,32.67703458,0.054007713
957,G_NGA_033890,6.191016,7.430832,8858d6cec1fffff,39.33,33.12,27.56,Yes,33.05701013,0.051061511
958,G_NGA_034997,6.624691667,7.564381667,8858d690d1fffff,40.18,33.99,25.83,Yes,33.94075329,0.052955535
961,G_NGA_035615,6.202695,7.705633333,8858d61525fffff,39.43,33.06,27.51,Yes,33.08371596,0.055614803
962,G_NGA_035705,6.469758,7.685069,8858d68563fffff,39.7,34.28,26.02,Yes,34.26077396,0.041477615
963,G_NGA_035894,6.305,7.568323333,8858d61359fffff,39.56,33.34,27.1,Yes,33.25470094,0.033418938
964,G_NGA_035897,6.339321,7.48176,8858d68929fffff,39.51,33.15,27.34,Yes,33.08509428,0.04198044
965,G_NGA_035960,6.774389632,7.51812054,8858892f0bfffff,40.36,34.06,25.58,Yes,34.11074465,0.046341423
966,G_NGA_036141,6.878579,7.403256,8858892367fffff,40.59,34.09,25.33,Yes,34.1792523,0.036919417
967,G_NGA_036543,6.853368333,7.56735,885889254dfffff,40.15,34.46,25.39,Yes,34.40415476,0.043640124
968,G_NGA_036601,6.90296,7.488608333,8858892233fffff,40.3,34.2,25.51,Yes,34.15122002,0.038671261
969,G_NGA_036767,6.616381,7.360424,8858896407fffff,40.46,34.45,25.09,Yes,34.41628701,0.042249961
970,G_NGA_036843,6.453481667,7.36054,8858d6d643fffff,40.29,34.25,25.46,Yes,34.21916632,0.04085985
1078,G_NGA_008816,6.214759,7.067331,88588bad9bfffff,38.55,34.25,27.2,Yes,34.29074835,0.030234574
1079,G_NGA_009026,6.217956824,6.958961787,88588b3259fffff,38.91,34.95,26.15,Yes,34.93924067,0.043336519
1080,G_NGA_009187,6.14595099,6.851580399,88588b04cdfffff,39.53,34.15,26.33,Yes,34.10025535,0.031406994
1081,G_NGA_009190,6.118564,6.847969,88588b04e5fffff,38.98,34.1,26.92,Yes,34.1088973,0.044081543
1082,G_NGA_009225,6.154396,6.878516,88588b04d9fffff,38.99,34.66,26.35,Yes,34.60271496,0.036068799
1087,G_NGA_010022,6.151712,6.821125,88588b040bfffff,40.13,33.86,26.01,Yes,33.76890252,0.029281731
1088,G_NGA_010039,6.145428,6.830914,88588b041dfffff,39.86,33.94,26.21,Yes,33.90194604,0.02882976
1089,G_NGA_010381,6.19369,6.91759,88588ba9b3fffff,38.91,34.98,26.11,Yes,35.03244909,0.043771756
1178,G_NGA_028210,6.258951,7.72989,8858d61733fffff,39.56,33.39,27.05,Yes,33.37885183,0.041188928
1210,G_NGA_033826,6.122539,7.618883,8858d6189dfffff,39.48,32.7,27.82,Yes,32.67245323,0.047398928
1211,G_NGA_034207,6.480139,7.524267,8858d68169fffff,39.65,33.48,26.87,Yes,33.46828948,0.028112667
1212,G_NGA_034260,6.479158,7.578652,8858d68025fffff,39.77,33.92,26.32,Yes,33.91487246,0.034456728
1213,G_NGA_034316,6.442395,7.45981,8858d69987fffff,40.27,33.72,26.02,Yes,33.65843652,0.045079196
1214,G_NGA_034397,6.461731667,7.470473333,8858d699d7fffff,40.22,33.42,26.36,Yes,33.45196146,0.029078355
1215,G_NGA_034401,6.46811,7.45525,8858d699c3fffff,40.47,33.75,25.78,Yes,33.73412762,0.049568934
1216,G_NGA_034852,6.438143333,7.284646667,8858d6d2dbfffff,40.21,34.28,25.51,Yes,34.29055499,0.035516513
1217,G_NGA_035404,6.88786,7.395135,885889236dfffff,40.52,34.23,25.25,Yes,34.25607036,0.033640188
1218,G_NGA_035417,6.901481667,7.423028333,8858892343fffff,40.37,34.26,25.37,Yes,34.2620404,0.03723627
1222,G_NGA_035794,6.2731583,7.61246,8858d61055fffff,39.8,33.09,27.12,Yes,33.09697941,0.042664969
1223,G_NGA_036570,6.907756667,7.489078333,88588922edfffff,40.29,34.2,25.51,Yes,34.13651349,0.036592221
1224,G_NGA_036694,6.83602,7.445671667,8858892103fffff,40.28,34.26,25.46,Yes,34.29911124,0.036614104
1312,G_NGA_008359,6.005407,7.099362,88588b208dfffff,38.87,33.31,27.82,Yes,33.32646706,0.035969081
1313,G_NGA_008505,6.336252,6.833475,88588bb99bfffff,39.33,35.13,25.53,Yes,35.11024849,0.037679454
1314,G_NGA_008703,6.274145,7.042306,88588bac19fffff,39.87,34.17,25.96,Yes,34.22676262,0.039563001
1315,G_NGA_008981,6.17979,6.90588,88588b334bfffff,38.78,35.04,26.18,Yes,35.01659166,0.038255149
1316,G_NGA_009082,6.028924,6.833221,88588b3b2dfffff,38.64,33.8,27.56,Yes,33.79810683,0.036389485
1317,G_NGA_009165,6.127549,6.899618,88588b049bfffff,38.59,34.54,26.87,Yes,34.53515589,0.044112899
1318,G_NGA_009237,6.148471,6.945441,88588b306bfffff,38.4,34.58,27.01,Yes,34.53441406,0.040110833
1319,G_NGA_009284,6.075726,6.953968,88588b3ad1fffff,38.59,34.26,27.15,Yes,34.24300659,0.03829333
1320,G_NGA_009902,6.122794,6.791216,88588b0557fffff,39.81,33.32,26.87,Yes,33.36771008,0.022962417
1321,G_NGA_009989,6.151407,6.824085,88588b040bfffff,40.09,33.84,26.08,Yes,33.80505189,0.028265937
1322,G_NGA_010046,6.134641,6.772261,88588b054bfffff,39.51,33.12,27.37,Yes,33.24720426,0.022978174
1323,G_NGA_010393,6.212066,6.914653,88588ba991fffff,38.97,35.04,26,Yes,35.03837218,0.038254292
1398,G_NGA_024766,6.185925,6.744066,88588b15a7fffff,39.46,34.41,26.13,Yes,34.42621285,0.023168255
1438,G_NGA_034198,6.482154,7.533662,8858d68145fffff,39.76,33.47,26.77,Yes,33.50919359,0.025205737
1439,G_NGA_034228,6.471607,7.592311,8858d681c1fffff,39.83,33.98,26.19,Yes,33.98076937,0.023488542
1440,G_NGA_034395,6.45943,7.49929,8858d68a49fffff,39.43,32.85,27.73,Yes,32.98946083,0.026109969
1441,G_NGA_035138,6.95278255,7.434730499,88588930a5fffff,40.38,34.48,25.13,Yes,34.4649256,0.036363539
1442,G_NGA_035234,6.945312,7.457319,885889224bfffff,40.34,34.34,25.32,Yes,34.34547786,0.042445585
1444,G_NGA_035285,7.009948333,7.430376667,88588932a3fffff,40.22,34.61,25.17,Yes,34.64063652,0.037673135
1445,G_NGA_035682,6.242411,7.567456,8858d61143fffff,39.79,32.9,27.31,Yes,32.93818505,0.046319474
1446,G_NGA_035734,6.334498333,7.579976667,8858d6124dfffff,39.56,33.62,26.82,Yes,33.56451475,0.028045747
1447,G_NGA_035852,6.306015,7.517086667,8858d6c6d7fffff,39.55,32.96,27.48,Yes,32.97483393,0.041182921
1448,G_NGA_036145,6.847659,7.345483,8858893837fffff,40.44,34.5,25.06,Yes,34.548334,0.040125681
1449,G_NGA_036174,6.854783333,7.387915,8858893881fffff,40.42,34.05,25.53,Yes,34.04708544,0.024598691
1450,G_NGA_036204,6.775096,7.382164,8858892b19fffff,40.6,34.2,25.2,Yes,34.23739824,0.045527955
1451,G_NGA_036414,6.271196,7.29056,8858d6c317fffff,39.44,33.41,27.14,Yes,33.40504169,0.03463144
1452,G_NGA_036525,6.867841667,7.479201667,8858892001fffff,40.39,34.21,25.4,Yes,34.18571604,0.033444482
1453,G_NGA_036671,6.853638,7.458217,8858892153fffff,40.32,34.26,25.42,Yes,34.24037875,0.028507958
1454,G_NGA_037113,6.646498,7.168595,885889631dfffff,40.28,34.77,24.95,Yes,34.790296,0.063401315
1574,G_NGA_008436,6.341884,6.851664,88588baa49fffff,39.46,35.19,25.35,Yes,35.13103858,0.029744392
1575,G_NGA_008676,6.304366,7.038197,88588baee9fffff,39.7,34.5,25.8,Yes,34.50147315,0.037461238
1576,G_NGA_008685,6.348006,6.985154,88588ba0a1fffff,39.46,35,25.54,Yes,35.02891344,0.056635579
1577,G_NGA_008771,6.170116,7.066146,88588b3757fffff,38.6,34.21,27.19,Yes,34.20483399,0.033577352
1578,G_NGA_009003,6.163252777,6.916133959,88588b330bfffff,38.84,34.8,26.36,Yes,34.79545292,0.034380289
1579,G_NGA_009310,6.05888,6.861592,88588b3b51fffff,38.59,34,27.41,Yes,33.93970551,0.032453085
1582,G_NGA_009975,6.139703368,6.785646041,88588b0733fffff,40.6,32.9,26.5,Yes,32.94834807,0.02004953
1583,G_NGA_010299,6.043827,7.212342,88588b245bfffff,38.7,33.37,27.93,Yes,33.37029957,0.03711441
1705,G_NGA_034147,6.480715,7.534728333,8858d68145fffff,39.79,33.49,26.72,Yes,33.49865902,0.025818161
1706,G_NGA_034706,6.409028,7.499574,8858d68a25fffff,39.49,32.85,27.66,Yes,32.81992848,0.0223733
1707,G_NGA_034996,6.668871667,7.396278333,8858896689fffff,40.45,34.26,25.29,Yes,34.21936781,0.036183216
1708,G_NGA_035072,6.970189,7.455186,8858893083fffff,40.27,34.4,25.33,Yes,34.39831468,0.038711102
1709,G_NGA_035114,6.966056667,7.473636667,8858893097fffff,40.29,34.26,25.45,Yes,34.28743273,0.03156435
1710,G_NGA_035311,6.90068,7.472866667,8858892235fffff,40.29,34.19,25.52,Yes,34.18689446,0.029142342
1711,G_NGA_035833,6.139699,7.692683,8858d6000dfffff,39.64,32.76,27.6,Yes,32.68217949,0.031957512
1712,G_NGA_035948,6.344609,7.542964,8858d689c3fffff,39.74,33.27,26.99,Yes,33.23713706,0.048479276
1713,G_NGA_036338,6.0748,7.311798,8858d6526bfffff,39.17,32.97,27.86,Yes,32.95570615,0.040261564
1714,G_NGA_036604,6.891829,7.497163,885889205bfffff,40.36,34.14,25.5,Yes,34.15521595,0.037628574
1715,G_NGA_036619,6.936847,7.561498,8858893583fffff,40.33,34.29,25.37,Yes,34.33859796,0.057951669
1716,G_NGA_036688,6.948011,7.53559,88588935e9fffff,40.37,34.16,25.46,Yes,34.18181915,0.035691818
1717,G_NGA_036810,6.307527,7.406045,8858d6d5b5fffff,39.75,33.3,26.95,Yes,33.27657655,0.041643229
1718,G_NGA_036876,6.323563,7.391131,8858d6d585fffff,39.76,33.55,26.69,Yes,33.52097862,0.036884998
1719,G_NGA_036893,6.447079,7.418922,8858d69937fffff,40.57,33.94,25.49,Yes,33.93048333,0.0351213
1720,G_NGA_037043,6.5684683,7.125255,8858896a47fffff,39.99,35.06,24.95,Yes,34.99772604,0.05016724
1839,G_NGA_008390,6.037346068,7.096138828,88588b22b5fffff,38.83,33.38,27.78,Yes,33.39885056,0.032100453
1840,G_NGA_008799,6.19899,7.04525,88588badbdfffff,38.78,34.11,27.11,Yes,34.16486979,0.031001583
1841,G_NGA_009138,6.149924,6.845223,88588b041bfffff,39.79,34.04,26.17,Yes,34.02277676,0.027922321
1842,G_NGA_009271,6.065687,6.942888,88588b3a89fffff,38.62,34.18,27.2,Yes,34.12796832,0.035973469
1843,G_NGA_009350,6.064602,6.865398,88588b3b5bfffff,38.65,33.94,27.41,Yes,33.97187241,0.035145599
1845,G_NGA_009997,6.156471,6.778258,88588b0715fffff,40.24,33.47,26.28,Yes,33.61494028,0.026488028
1846,G_NGA_010353,6.228162,6.95656,88588ba8b3fffff,39,34.95,26.05,Yes,34.91596337,0.044188347
1962,G_NGA_033747,6.11751,7.542646,8858d61827fffff,39.52,32.5,27.98,Yes,32.48664972,0.042048034
1963,G_NGA_033981,6.220393,7.449913,8858d6c517fffff,39.29,33.2,27.51,Yes,33.122257,0.040069428
1964,G_NGA_034077,6.48308,7.485768333,8858d698e3fffff,40.31,33.45,26.25,Yes,33.3847558,0.030274292
1965,G_NGA_034084,6.523563333,7.525095,8858d6830dfffff,40.02,33.69,26.3,Yes,33.73149972,0.044894199
1966,G_NGA_034221,6.481795,7.536458333,8858d68145fffff,39.91,33.5,26.59,Yes,33.51681987,0.027790835
1967,G_NGA_034223,6.48702,7.49374,8858d69881fffff,40.04,33.46,26.5,Yes,33.40287464,0.029542588
1968,G_NGA_034473,6.447363,7.50213,8858d68a47fffff,39.21,33.08,27.71,Yes,33.15117606,0.025055742
1969,G_NGA_034844,6.485382,7.250793,8858896d43fffff,40.23,34.65,25.12,Yes,34.67070909,0.048759252
1970,G_NGA_035325,6.894905,7.46269,8858892049fffff,40.36,34.24,25.4,Yes,34.20590482,0.034495852
1973,G_NGA_036219,6.84766,7.42124,8858892145fffff,40.19,34.48,25.33,Yes,34.38506098,0.031214788
1974,G_NGA_036585,6.869879,7.437759,8858892331fffff,40.34,34.29,25.38,Yes,34.28571512,0.035172505
2089,G_NGA_008260,6.044756,7.027009,88588b204dfffff,38.56,33.79,27.64,Yes,33.84925239,0.038143214
2091,G_NGA_008666,6.030916,6.970168,88588b2365fffff,38.68,33.69,27.63,Yes,33.71668396,0.037506251
2092,G_NGA_008710,6.273157,7.058688,88588baea7fffff,39.72,34.15,26.13,Yes,34.16208136,0.032028624
2093,G_NGA_009139,6.150463,6.845121,88588b041bfffff,39.81,34.04,26.15,Yes,34.02128629,0.028087802
2094,G_NGA_009148,6.123431,6.942501,88588b3153fffff,38.39,34.48,27.14,Yes,34.4856915,0.035690263
2096,G_NGA_009837,6.125602,6.791448,88588b0551fffff,39.99,33.32,26.69,Yes,33.32670275,0.022717401
2097,G_NGA_009910,6.171114,6.778924,88588b0757fffff,39.03,34.48,26.5,Yes,34.31060219,0.034428545
2098,G_NGA_010027,6.149817183,6.802779859,88588b046bfffff,40.4,33.44,26.17,Yes,33.39444062,0.023729022
2099,G_NGA_010029,6.176693,6.78248,88588b0753fffff,39.1,34.41,26.49,Yes,34.3492437,0.038561618
2187,G_NGA_028103,6.262545,7.721951,8858d6173bfffff,39.49,33.43,27.07,Yes,33.35952043,0.039546599
2211,G_NGA_033896,6.288838333,7.454601667,8858d6c635fffff,39.67,32.76,27.57,Yes,32.81240493,0.055307203
2212,G_NGA_033920,6.12241,7.490355,8858d6cc93fffff,39.17,32.78,28.05,Yes,32.77987548,0.040432352
2213,G_NGA_033994,6.045097,7.470631,8858d65627fffff,39.24,32.74,28.02,Yes,32.75573825,0.038262907
2214,G_NGA_034123,6.597691667,7.420203333,88588964b9fffff,40.29,34.25,25.46,Yes,34.23699158,0.035890477
2215,G_NGA_034191,6.513791,7.51665,8858d68367fffff,40.16,33.58,26.27,Yes,33.67110896,0.035840899
2216,G_NGA_034215,6.504226667,7.52179,8858d6832dfffff,40.04,33.56,26.41,Yes,33.59678808,0.02979226
2217,G_NGA_034251,6.484581,7.517832,8858d69891fffff,39.77,33.5,26.73,Yes,33.45128586,0.022777567
2218,G_NGA_034486,6.446346667,7.536146667,8858d68125fffff,39.43,33.33,27.23,Yes,33.2922315,0.031582415
2219,G_NGA_034561,6.417632,7.496249,8858d68a2dfffff,39.4,33.03,27.58,Yes,32.97272668,0.020564152
2220,G_NGA_034601,6.373895,7.492021667,8858d68959fffff,39.77,32.62,27.6,Yes,32.7103608,0.034706853
2221,G_NGA_034816,6.394887,7.196472,8858d6d315fffff,39.9,34.36,25.74,Yes,34.31958941,0.043293525
2223,G_NGA_035115,6.969042,7.532979,8858893427fffff,40.39,34.24,25.37,Yes,34.23897033,0.036420343
2224,G_NGA_035164,6.944861,7.518746,885889353bfffff,40.39,34.1,25.5,Yes,34.12244499,0.038936985
2225,G_NGA_035354,6.919127254,7.478838875,8858892215fffff,40.28,34.15,25.57,Yes,34.17001638,0.03757841
2226,G_NGA_035359,6.918937387,7.427046401,88588931b3fffff,40.4,34.37,25.23,Yes,34.35583896,0.032624015
2227,G_NGA_035416,6.918768333,7.478265,8858892215fffff,40.31,34.16,25.53,Yes,34.17242484,0.037891473
2228,G_NGA_035627,6.36684,7.614756,8858d68d4dfffff,39.45,33.7,26.85,Yes,33.67697533,0.050357006
2229,G_NGA_035717,6.393673,7.619292,8858d68f05fffff,39.3,33.87,26.83,Yes,33.86344527,0.038997595
2230,G_NGA_035744,6.104524,7.699654,8858d601c1fffff,39.83,32.46,27.71,Yes,32.4822547,0.03455724
2231,G_NGA_035764,6.333873333,7.680053333,8858d68d8dfffff,39.35,33.78,26.88,Yes,33.7015385,0.038456932
2232,G_NGA_035781,6.163538333,7.577893333,8858d61aa9fffff,39.62,32.68,27.7,Yes,32.69630459,0.040637363
2233,G_NGA_035789,6.336762,7.575556,8858d688a7fffff,39.62,33.5,26.88,Yes,33.53654021,0.030690061
2234,G_NGA_035926,6.29677,7.481679,8858d6c6e1fffff,39.62,32.79,27.59,Yes,32.84488178,0.047023872
2235,G_NGA_036115,6.76886,7.438806,8858892aadfffff,40.51,34.05,25.44,Yes,34.05487238,0.029574076
2236,G_NGA_036209,6.774112,7.433816,885889285bfffff,40.59,34.06,25.35,Yes,34.08935805,0.031983011
2237,G_NGA_036284,6.795736667,7.333006667,88588939a5fffff,40.31,34.61,25.09,Yes,34.59393364,0.044468405
2238,G_NGA_036468,6.164796667,7.345346667,8858d6cf09fffff,39.31,33.08,27.61,Yes,33.14742773,0.047482426
2239,G_NGA_036894,6.640563,7.405586,88588966b1fffff,40.41,34.26,25.33,Yes,34.22090637,0.041252606
2352,G_NGA_009179,6.147309601,6.84946,88588b04cdfffff,39.65,34.07,26.28,Yes,34.07381178,0.02964503
2353,G_NGA_009215,6.126826041,6.835285451,88588b0433fffff,39.3,34.03,26.67,Yes,33.98771901,0.035950835
2355,G_NGA_009596,6.01307,6.90929,88588b3807fffff,38.38,33.83,27.79,Yes,33.79887136,0.030703169
2358,G_NGA_010351,6.171013368,6.898156662,88588b3347fffff,38.92,34.92,26.16,Yes,34.94380587,0.039537032
2359,G_NGA_010373,6.23739,6.94266,88588ba8b9fffff,38.97,35.01,26.02,Yes,34.98056998,0.035930737
2388,G_NGA_017102,6.982697,7.690242,8858d4c807fffff,40.34,34.46,25.2,Yes,34.49371197,0.061030357
2389,G_NGA_017154,6.953815,7.669289,8858d4c915fffff,40.3,34.51,25.19,Yes,34.49187334,0.043344235
2466,G_NGA_033756,6.132227,7.537276,8858d61829fffff,39.51,32.55,27.94,Yes,32.53911276,0.033951256
2468,G_NGA_034027,6.076132,7.474064,8858d65609fffff,39.29,32.77,27.93,Yes,32.74509703,0.031644068
2469,G_NGA_034083,6.511863,7.518316,8858d68367fffff,40.07,33.67,26.25,Yes,33.65081503,0.033549496
2470,G_NGA_034507,6.421683,7.493939,8858d68a2dfffff,39.23,33.09,27.68,Yes,33.06915733,0.021027267
2471,G_NGA_034769,6.446818,7.180043,8858896995fffff,40.11,34.54,25.35,Yes,34.49925528,0.054938965
2472,G_NGA_034876,6.443762,7.300887,8858896da9fffff,40.24,34.34,25.43,Yes,34.28995126,0.035138351
