OID_,giga_school_id,latitude,longitude,hex8,percent_3g,percent_4g,percent_2g,Included,Predicted,StdError
53527,G_NGA_036415,6.141792,7.331985,8858d6cf2dfffff,39.24,33.17,27.59,Yes,33.15171863,0.043965407
53528,G_NGA_036419,6.12912,7.29947,8858d6c8ebfffff,39.1,33.14,27.76,Yes,33.15145496,0.042317423
53529,G_NGA_036446,6.13426,7.361729,8858d6cf37fffff,39.37,32.95,27.68,Yes,32.94944761,0.031969844
53530,G_NGA_036485,6.14684,7.372513,8858d6cf17fffff,39.4,33.06,27.54,Yes,33.0465006,0.036961124
53531,G_NGA_036701,6.871225,7.566896667,8858892721fffff,40.19,34.41,25.4,Yes,34.4054755,0.044563418
53647,G_NGA_008509,6.33427,6.83332,88588bb991fffff,39.31,35.11,25.59,Yes,35.10390642,0.037475441
53648,G_NGA_008519,6.387869,6.822102,88588bb81bfffff,39.33,35.32,25.36,Yes,35.30079764,0.060395825
53649,G_NGA_008715,6.381265,7.123083,88588ba4c5fffff,39.82,34.43,25.76,Yes,34.46428597,0.054546939
53650,G_NGA_008760,6.210344,7.067685,88588bad93fffff,38.35,34.39,27.26,Yes,34.25310028,0.02804364
53651,G_NGA_009160,6.115614,6.842133,88588b05d9fffff,38.93,34.08,26.98,Yes,34.09164801,0.038392166
53652,G_NGA_009288,6.080872068,6.820883057,88588b05a9fffff,38.83,33.96,27.21,Yes,33.9914085,0.043444828
53654,G_NGA_009853,6.107989,6.766505,88588b0563fffff,38.85,33.89,27.26,Yes,33.87831054,0.026964548
53655,G_NGA_009988,6.156591716,6.791554833,88588b0713fffff,40.7,33.24,26.06,Yes,33.36984124,0.025193279
53656,G_NGA_010055,6.140319513,6.785262378,88588b0733fffff,40.68,32.87,26.45,Yes,32.93516613,0.020109658
53657,G_NGA_010352,6.259511,6.925595,88588ba8c7fffff,39.26,35.04,25.7,Yes,35.02637159,0.029763235
53696,G_NGA_017046,6.944264,7.67728,8858d4c9edfffff,40.25,34.5,25.25,Yes,34.51965053,0.045352091
53697,G_NGA_017131,7.015983,7.737916,8858d4cab9fffff,40.16,34.52,25.32,Yes,34.50486742,0.057287866
53701,G_NGA_017597,6.930817,7.732052,8858d4c997fffff,40.19,34.53,25.28,Yes,34.56212943,0.066001225
53752,G_NGA_028323,6.310288333,7.732031667,8858d61663fffff,39.47,33.67,26.86,Yes,33.66074369,0.049400395
53753,G_NGA_028381,6.600833333,7.72689,8858d69497fffff,40.1,34.19,25.7,Yes,34.20539104,0.038053527
53754,G_NGA_029023,6.029962,7.730808,8858d60f07fffff,39.59,32.13,28.27,Yes,32.15906115,0.036409917
53789,G_NGA_033744,6.119842,7.522842,8858d61951fffff,39.33,32.6,28.06,Yes,32.60240012,0.036076111
53790,G_NGA_033930,6.117256667,7.498058333,8858d61945fffff,39.15,32.8,28.05,Yes,32.76142922,0.033753988
53791,G_NGA_033993,6.105843333,7.491635,8858d61961fffff,39.12,32.69,28.19,Yes,32.73408275,0.040566044
53792,G_NGA_034257,6.480928333,7.532461667,8858d68145fffff,39.74,33.49,26.77,Yes,33.4962064,0.025735561
53793,G_NGA_034581,6.370445,7.524862,8858d6882bfffff,39.65,32.88,27.47,Yes,32.88395278,0.039480801
53794,G_NGA_034758,6.318094,7.320495,8858d6c219fffff,39.76,33.63,26.61,Yes,33.59684918,0.044990506
53795,G_NGA_034814,6.317568333,7.258558333,8858d6d1b1fffff,39.69,33.74,26.57,Yes,33.73812487,0.039371638
53797,G_NGA_035098,6.998894,7.436596,88588930c9fffff,40.3,34.58,25.13,Yes,34.58146618,0.034754449
53798,G_NGA_035153,6.976832,7.378639,885889302dfffff,40.39,34.68,24.94,Yes,34.6635365,0.045665406
53799,G_NGA_035315,6.892646,7.444086,8858892319fffff,40.39,34.16,25.45,Yes,34.18998548,0.03154933
53800,G_NGA_035387,6.951655,7.42124,88588931d7fffff,40.44,34.53,25.02,Yes,34.52642527,0.038110122
53801,G_NGA_035651,6.464151,7.625117,8858d681d3fffff,39.87,34.17,25.97,Yes,34.16625887,0.04547967
53802,G_NGA_036030,6.803143333,7.415351667,8858892a1dfffff,40.46,34.2,25.34,Yes,34.22820793,0.036522532
53803,G_NGA_036202,6.821582,7.453614,8858892131fffff,40.29,34.28,25.43,Yes,34.27070615,0.02772457
53804,G_NGA_036465,6.246679,7.161202,8858d6d821fffff,39.07,33.77,27.16,Yes,33.76747923,0.040899202
53805,G_NGA_036865,6.649963,7.410616,88588966bbfffff,40.47,34.18,25.36,Yes,34.1737818,0.034817376
53909,G_NGA_008634,6.096607,7.044999,88588b225bfffff,38.4,33.88,27.72,Yes,33.92382602,0.038134685
53910,G_NGA_008819,6.206422,7.041931,88588bad87fffff,38.64,34.39,26.96,Yes,34.29669577,0.038290688
53911,G_NGA_009234,6.10602,6.81523,88588b05c5fffff,39.1,33.82,27.07,Yes,33.78575191,0.039275253
53912,G_NGA_009306,6.073819,6.815975,88588b0ed3fffff,38.82,34.09,27.08,Yes,33.99130716,0.048234507
53913,G_NGA_009347,6.074383,6.958069,88588b3ad3fffff,38.64,34.23,27.13,Yes,34.22253256,0.036431344
53916,G_NGA_009801,6.023402,6.74963,88588b0c0dfffff,38.8,33.95,27.25,Yes,33.89941271,0.047133089
53917,G_NGA_009873,6.123131,6.791493,88588b0557fffff,39.82,33.35,26.83,Yes,33.36257201,0.023000022
53918,G_NGA_010195,6.04788,7.20579,88588b2459fffff,38.71,33.34,27.95,Yes,33.37156353,0.035070837
53919,G_NGA_010265,6.07704,7.29984,8858d6526dfffff,39.14,32.99,27.88,Yes,33.00196215,0.044715508
54009,G_NGA_028337,6.25541,7.72471,8858d61733fffff,39.55,33.33,27.13,Yes,33.33012821,0.041060077
54012,G_NGA_028965,6.035661667,7.720196667,8858d60f0dfffff,39.7,32.13,28.17,Yes,32.14061469,0.042574461
54013,G_NGA_029017,6.023458,7.692511,8858d608ddfffff,39.8,32.01,28.19,Yes,32.08668978,0.057952654
54036,G_NGA_033971,6.135037,7.460836,8858d6ccd5fffff,39.27,32.89,27.85,Yes,32.87682206,0.035024827
54037,G_NGA_034220,6.4775467,7.59075,8858d681c9fffff,39.72,34.01,26.27,Yes,33.99680281,0.027462005
54038,G_NGA_034465,6.445429,7.500288,8858d68a47fffff,39.12,33.06,27.82,Yes,33.16473099,0.02448204
54039,G_NGA_034712,6.41578,7.4921467,8858d68b53fffff,39.59,32.89,27.52,Yes,32.94038513,0.020959114
54040,G_NGA_034713,6.362585789,7.3270115,8858d6d545fffff,39.95,33.75,26.3,Yes,33.73384124,0.056671066
54041,G_NGA_034717,6.369199,7.276969,8858d6d08dfffff,40.02,33.91,26.07,Yes,33.86996234,0.058577791
54042,G_NGA_034986,6.6679,7.39014,8858896689fffff,40.52,34.19,25.3,Yes,34.22478356,0.037978491
54043,G_NGA_035083,7.000158,7.381509,8858893047fffff,40.32,34.7,24.98,Yes,34.6829648,0.043531693
54044,G_NGA_035214,7.005796,7.483438,8858893705fffff,40.33,34.34,25.33,Yes,34.35117168,0.03782292
54045,G_NGA_035689,6.237365,7.578013333,8858d61155fffff,39.87,32.92,27.21,Yes,32.90102147,0.038083708
54046,G_NGA_035701,6.266069,7.61985,8858d6100bfffff,39.83,33.06,27.11,Yes,33.05430146,0.052257801
54047,G_NGA_035938,6.325038333,7.589566667,8858d61247fffff,39.61,33.55,26.84,Yes,33.51869582,0.04048363
54048,G_NGA_036299,6.855034,7.373232,88588938ebfffff,40.26,34.29,25.45,Yes,34.27503584,0.031033231
54049,G_NGA_036699,6.860814,7.556754,8858892099fffff,40.21,34.38,25.41,Yes,34.37357571,0.045448829
54050,G_NGA_036795,6.319258,7.407027,8858d6d5b9fffff,39.83,33.4,26.77,Yes,33.39930537,0.037689647
54051,G_NGA_036822,6.661522,7.270871,8858896291fffff,40.48,34.62,24.9,Yes,34.63535274,0.051576439
54052,G_NGA_036850,6.438206667,7.423355,8858d6d6ddfffff,40.49,33.75,25.76,Yes,33.79008488,0.034045734
54053,G_NGA_036903,6.360985,7.365756667,8858d6d425fffff,39.97,33.68,26.35,Yes,33.66843789,0.0425084
54054,G_NGA_036934,6.301453333,7.35414,8858d6c289fffff,39.59,33.45,26.96,Yes,33.41668759,0.05087078
54055,G_NGA_036997,6.759912,7.207088,8858897705fffff,40.43,34.8,24.77,Yes,34.77441956,0.048485102
54432,G_NGA_064278,6.924047,7.151482,8858890e61fffff,40.14,35.09,24.77,Yes,35.08596012,0.071557346
54670,G_NGA_008596,6.096264,6.98091,88588b3189fffff,38.66,34.23,27.12,Yes,34.24967079,0.033474874
54671,G_NGA_008744,6.29949,7.136661,8858d6da2dfffff,39.83,33.92,26.25,Yes,33.90736941,0.056569687
54672,G_NGA_008883,6.499561,6.959986,88588bb737fffff,39.69,35.37,24.94,Yes,35.37379303,0.045123533
54673,G_NGA_008924,6.604476,6.951833,8858894ce7fffff,39.92,35.48,24.59,Yes,35.47453283,0.032250927
54674,G_NGA_009042,6.158545,6.946927,88588b3045fffff,38.52,34.53,26.95,Yes,34.57184395,0.041309695
54676,G_NGA_009281,6.01965,6.93546,88588b3813fffff,38.53,33.91,27.56,Yes,33.86753461,0.035503754
54677,G_NGA_009293,6.060022,6.811392,88588b0e9dfffff,38.67,34.02,27.31,Yes,33.94598153,0.047444599
54678,G_NGA_009525,6.163803,6.985645,88588b32adfffff,38.71,34.54,26.75,Yes,34.45506147,0.034979897
54679,G_NGA_009844,6.10521,6.793683,88588b0515fffff,39.12,33.63,27.25,Yes,33.68580679,0.03942759
54680,G_NGA_009948,6.158922,6.787003,88588b0711fffff,40.5,33.37,26.14,Yes,33.50156108,0.024483517
54681,G_NGA_010038,6.131971,6.8018,88588b042dfffff,40.24,33.42,26.34,Yes,33.36462092,0.02635423
54719,G_NGA_017163,7.015034,7.581053,88588936abfffff,40.3,34.43,25.27,Yes,34.4168463,0.056752998
54794,G_NGA_034056,6.233292,7.455794,8858d6c51bfffff,39.34,33.06,27.6,Yes,33.07472272,0.044958715
54795,G_NGA_034072,6.480868,7.516436,8858d69897fffff,39.62,33.34,27.04,Yes,33.39419988,0.022143134
54796,G_NGA_034098,6.502766667,7.574981667,8858d68063fffff,39.83,34.01,26.16,Yes,34.02726859,0.045666829
54797,G_NGA_034234,6.48324,7.486006667,8858d698e3fffff,40.31,33.45,26.24,Yes,33.38692033,0.030482078
54798,G_NGA_034411,6.445713333,7.50768,8858d68a43fffff,38.92,33.48,27.6,Yes,33.25774155,0.024790175
54799,G_NGA_034476,6.424765,7.475466,8858d699b7fffff,40.01,33.29,26.69,Yes,33.24978691,0.029531391
54800,G_NGA_034650,6.382003333,7.492228333,8858d68b33fffff,39.7,32.6,27.7,Yes,32.6945758,0.028585741
54801,G_NGA_034708,6.417193124,7.523621515,8858d68a31fffff,39.31,33.29,27.4,Yes,33.07051499,0.03057647
54806,G_NGA_035469,6.761134,7.651229,8858d45b05fffff,40.09,34.3,25.62,Yes,34.28919981,0.048030189
54807,G_NGA_035491,6.690301667,7.616871667,8858d69645fffff,40,34.15,25.85,Yes,34.10294999,0.055585404
54808,G_NGA_035899,6.295301667,7.563181667,8858d6135dfffff,39.55,33.13,27.32,Yes,33.16811899,0.038786912
54809,G_NGA_035919,6.360324,7.572787,8858d68885fffff,39.45,33.6,26.95,Yes,33.57522899,0.050898721
54810,G_NGA_036229,6.820409,7.452712,8858892131fffff,40.3,34.28,25.43,Yes,34.27076899,0.028239328
54811,G_NGA_036282,6.839566,7.382391,88588938abfffff,40.54,34.07,25.39,Yes,34.08660908,0.031853949
54812,G_NGA_036290,6.82256,7.426528333,885889212dfffff,40.29,34.33,25.37,Yes,34.31818244,0.039022606
54813,G_NGA_036550,6.885281,7.492706,8858892053fffff,40.41,34.12,25.46,Yes,34.16355524,0.040190561
54814,G_NGA_036555,6.867026365,7.650765687,8858892411fffff,40.22,34.44,25.34,Yes,34.4553885,0.033724007
54815,G_NGA_036646,6.851877,7.463326,885889202dfffff,40.29,34.21,25.51,Yes,34.22004844,0.029116854
54967,G_NGA_064042,6.931502,6.852671,8858895669fffff,39.64,35.5,24.86,Yes,35.50098705,0.056470444
54976,G_NGA_008234,6.01957,7.08239,88588b2013fffff,38.85,33.35,27.8,Yes,33.40132539,0.030382405
54977,G_NGA_008307,6.023147,7.093059,88588b20c1fffff,38.85,33.3,27.85,Yes,33.35072889,0.033561551
54978,G_NGA_008579,6.066719896,7.015403456,88588b2267fffff,38.22,34.16,27.62,Yes,34.11917754,0.041276815
54979,G_NGA_008606,6.066271,6.993559,88588b31b7fffff,38.48,34.12,27.41,Yes,34.10977353,0.042849485
54980,G_NGA_008654,6.060519,7.019772,88588b222dfffff,38.21,34.18,27.61,Yes,34.09132638,0.040437693
54981,G_NGA_009203,6.125594,6.90677,88588b314dfffff,38.52,34.56,26.93,Yes,34.54808071,0.044224043
54982,G_NGA_009740,6.003685,6.958106,88588b3881fffff,38.7,33.66,27.64,Yes,33.65230732,0.044953923
54984,G_NGA_009919,6.138391,6.821356,88588b0407fffff,39.92,33.6,26.48,Yes,33.71251491,0.03586162
54985,G_NGA_009968,6.152349,6.79881,88588b0469fffff,40.49,33.3,26.21,Yes,33.36925807,0.023834691
54986,G_NGA_009994,6.148369,6.803874,88588b046bfffff,40.44,33.42,26.14,Yes,33.39282926,0.024073032
54987,G_NGA_010036,6.154543,6.775705,88588b0739fffff,40.04,33.49,26.47,Yes,33.57204556,0.031144633
54988,G_NGA_010154,6.048924,7.049043,88588b2237fffff,38.62,33.75,27.63,Yes,33.80463986,0.042231635
54989,G_NGA_010175,6.069541,7.092863,88588b22d5fffff,38.55,33.57,27.88,Yes,33.56640582,0.041053988
55037,G_NGA_017045,6.92662,7.69134,8858d4c9adfffff,40.11,34.65,25.23,Yes,34.59641904,0.048565205
55067,G_NGA_064334,6.976854,7.164689,885889009dfffff,39.99,35.07,24.93,Yes,35.04253129,0.057531568
55279,G_NGA_008384,6.035952,7.011638,88588b2315fffff,38.48,33.89,27.63,Yes,33.8558874,0.037846471
55281,G_NGA_008810,6.240894,7.088424,88588bac83fffff,38.97,34.32,26.71,Yes,34.17789269,0.043753546
55282,G_NGA_009616,6.034756,6.922867,88588b3853fffff,38.64,33.68,27.68,Yes,33.82272414,0.032005543
55285,G_NGA_010172,6.050098,7.153118,88588b2757fffff,38.95,33.33,27.72,Yes,33.35224216,0.054228311
55401,G_NGA_033861,6.115377,7.530443,8858d61919fffff,39.38,32.52,28.1,Yes,32.52839067,0.036654791
55402,G_NGA_034038,6.097117,7.501608,8858d61929fffff,39.23,32.68,28.09,Yes,32.68604773,0.033316063
55403,G_NGA_034075,6.480404,7.516383,8858d69897fffff,39.6,33.34,27.06,Yes,33.38934631,0.022500462
55404,G_NGA_034388,6.442017,7.499936,8858d68a47fffff,39.07,33.15,27.78,Yes,33.20105243,0.022825318
55405,G_NGA_034407,6.434718333,7.52577,8858d68a1dfffff,39.39,33.18,27.43,Yes,33.15309197,0.022742549
55406,G_NGA_034671,6.382121,7.505139,8858d68861fffff,39.69,32.64,27.67,Yes,32.66145682,0.027633827
55407,G_NGA_034859,6.326345,7.159961667,8858d6da55fffff,39.95,34.05,26,Yes,34.04566716,0.045241324
55408,G_NGA_035150,6.990306,7.463757,88588930d3fffff,40.25,34.46,25.29,Yes,34.40217593,0.035910521
55409,G_NGA_035189,6.994922,7.443988,88588930cbfffff,40.24,34.56,25.2,Yes,34.53157214,0.03528414
55410,G_NGA_035274,6.94462,7.518913,885889353bfffff,40.4,34.1,25.5,Yes,34.12251342,0.038971809
55411,G_NGA_035403,6.886021667,7.42042,8858892305fffff,40.32,34.24,25.44,Yes,34.25658888,0.037223403
55412,G_NGA_035676,6.162495,7.580787,8858d61aa9fffff,39.6,32.68,27.72,Yes,32.6956943,0.041802479
55413,G_NGA_035704,6.42025,7.719132,8858d68e8bfffff,39.63,34.01,26.36,Yes,34.02036318,0.047193698
55414,G_NGA_035985,6.904048333,7.36202,8858893a8dfffff,40.56,34.38,25.06,Yes,34.40196691,0.038349076
55415,G_NGA_036025,6.77072,7.51169,8858892f09fffff,40.3,34.15,25.54,Yes,34.12635068,0.04919414
55416,G_NGA_036069,6.752161,7.361808,8858892b2bfffff,40.48,34.41,25.11,Yes,34.37463555,0.037929945
55417,G_NGA_036292,6.800705,7.33792,88588939a1fffff,40.33,34.56,25.11,Yes,34.57023344,0.045255593
55418,G_NGA_036461,6.169339,7.314611,8858d6ca95fffff,39.22,33.18,27.6,Yes,33.21089334,0.040602684
55419,G_NGA_036700,6.871276,7.566546,8858892721fffff,40.18,34.42,25.41,Yes,34.40505793,0.044354223
55420,G_NGA_036806,6.281903,7.311805,8858d6c04bfffff,39.39,33.47,27.14,Yes,33.43744224,0.051613655
55421,G_NGA_037004,6.737223,7.012675,88588944ebfffff,40.04,35.29,24.66,Yes,35.30196294,0.031697583
55422,G_NGA_037081,6.762195,7.055647,8858897363fffff,40.04,35.22,24.74,Yes,35.21351729,0.081018744
55423,G_NGA_037114,6.759405,7.206573333,8858897729fffff,40.43,34.81,24.76,Yes,34.77409608,0.048326552
55536,G_NGA_008434,6.562852,6.896784,88588bb2d9fffff,39.87,35.43,24.7,Yes,35.44531948,0.057204274
55537,G_NGA_008552,6.399635451,6.814109586,88588bbaa5fffff,39.26,35.34,25.4,Yes,35.29893229,0.055496586
55538,G_NGA_008668,6.379886,7.094464,88588ba403fffff,39.6,34.63,25.76,Yes,34.63025912,0.064890223
55539,G_NGA_008821,6.207771,7.057648,88588bad95fffff,38.51,34.24,27.24,Yes,34.23009527,0.03027303
55540,G_NGA_008831,6.136064,7.048386,88588b3727fffff,38.45,34.24,27.31,Yes,34.22029229,0.04623769
55541,G_NGA_008914,6.690196,6.96288,88588945e5fffff,39.95,35.5,24.55,Yes,35.50442921,0.048790032
55546,G_NGA_009670,6.015073,6.990976,88588b2327fffff,38.59,33.62,27.79,Yes,33.57998844,0.03750935
55547,G_NGA_009855,6.122136,6.791496,88588b0557fffff,39.83,33.39,26.77,Yes,33.37604499,0.023537027
55548,G_NGA_009911,6.13495842,6.794621876,88588b055bfffff,40.49,33.29,26.22,Yes,33.20642272,0.02398681
55549,G_NGA_010098,6.144077,6.787813,88588b046dfffff,40.71,33,26.28,Yes,33.01598446,0.021633079
55580,G_NGA_017158,6.955161,7.729657,8858d4c8a5fffff,40.14,34.61,25.25,Yes,34.57039984,0.058245874
55657,G_NGA_033783,6.026575,7.56225,8858d60b67fffff,39.61,32.35,28.04,Yes,32.33635891,0.041041631
55659,G_NGA_033822,6.030312,7.569123,8858d60b63fffff,39.68,32.27,28.05,Yes,32.28254597,0.034164821
55660,G_NGA_033923,6.164004,7.447509,8858d6cebdfffff,39.37,32.94,27.69,Yes,32.92611714,0.044174172
55661,G_NGA_033925,6.226261,7.474727,8858d6c5c3fffff,39.18,33.15,27.67,Yes,33.07464043,0.051654388
55662,G_NGA_034460,6.435822504,7.504118596,8858d68a0dfffff,38.97,33.24,27.79,Yes,33.22924296,0.026677421
55663,G_NGA_034514,6.389404,7.489165,8858d68b3bfffff,39.73,32.71,27.56,Yes,32.77425769,0.025437545
55664,G_NGA_034667,6.396736667,7.487956667,8858d68b15fffff,39.5,32.81,27.69,Yes,32.83422469,0.024620293
55665,G_NGA_035830,6.4765883,7.6566783,8858d680b9fffff,39.78,34.25,25.98,Yes,34.24624539,0.045857871
55666,G_NGA_035889,6.274981667,7.545281667,8858d61363fffff,39.58,33.08,27.35,Yes,33.03574473,0.040652291
55667,G_NGA_036294,6.807706667,7.4301,8858892a1bfffff,40.39,34.25,25.36,Yes,34.25930288,0.034956846
55668,G_NGA_036394,6.1288,7.359375,8858d6cd4bfffff,39.42,32.92,27.65,Yes,32.91839905,0.036714582
55669,G_NGA_036400,6.270152,7.288642,8858d6c317fffff,39.46,33.38,27.16,Yes,33.40066845,0.034048877
55670,G_NGA_036497,6.955452,7.557621,88588935d5fffff,40.25,34.35,25.4,Yes,34.34038703,0.040759643
55671,G_NGA_036858,6.312381667,7.415093333,8858d6d5b3fffff,39.75,33.3,26.95,Yes,33.28999973,0.044270416
55672,G_NGA_036900,6.431224,7.415079,8858d6d6c3fffff,40.62,33.57,25.82,Yes,33.66604895,0.030010197
55673,G_NGA_036926,6.463558333,7.404715,8858d69907fffff,40.49,34.1,25.41,Yes,34.13261042,0.04319214
55674,G_NGA_037067,6.78372,7.220673,8858897751fffff,40.45,34.78,24.77,Yes,34.78163611,0.04649647
56050,G_NGA_008863,6.198823959,7.063871093,88588b366dfffff,38.61,34.13,27.27,Yes,34.09679029,0.030873709
56051,G_NGA_009094,6.040948,6.813975,88588b0eb3fffff,38.79,33.82,27.39,Yes,33.85071074,0.038360217
56052,G_NGA_009346,6.069111,6.960152,88588b3ad3fffff,38.72,34.16,27.11,Yes,34.15381975,0.037072376
56054,G_NGA_009515,6.177895,6.963277,88588b3231fffff,38.75,34.61,26.65,Yes,34.63445534,0.04055404
56055,G_NGA_009566,6.01117,6.90323,88588b382bfffff,38.32,33.72,27.96,Yes,33.77887735,0.035688815
56057,G_NGA_010203,6.081043,7.140505,88588b35b9fffff,38.9,33.39,27.71,Yes,33.43832077,0.050974112
56058,G_NGA_010298,6.010804,7.278657,88588b249bfffff,39.1,33.14,27.76,Yes,33.15942059,0.040862808
56102,G_NGA_024758,6.174891,6.748904,88588b0745fffff,39.04,34.29,26.67,Yes,34.3880914,0.031817621
56158,G_NGA_033882,6.014055,7.424712,8858d65725fffff,39.28,32.69,28.04,Yes,32.74662711,0.056207714
56159,G_NGA_033921,6.281628333,7.456691667,8858d6c44bfffff,39.56,32.77,27.67,Yes,32.77631566,0.050739736
56160,G_NGA_033949,6.115458,7.453305,8858d6cc85fffff,39.31,32.83,27.85,Yes,32.83097597,0.039932239
56161,G_NGA_034129,6.575568333,7.536868333,8858d6919dfffff,40.21,34.01,25.79,Yes,34.00363771,0.055650263
56162,G_NGA_034186,6.474875,7.585786667,8858d681cdfffff,39.7,33.97,26.32,Yes,33.94854137,0.024138626
56163,G_NGA_034420,6.454286,7.508393,8858d68a4bfffff,39.27,32.88,27.85,Yes,33.10381552,0.026053948
56164,G_NGA_034568,6.414791,7.491145,8858d68b53fffff,39.57,32.87,27.56,Yes,32.91937673,0.021022144
56165,G_NGA_034622,6.424944,7.497217,8858d68a29fffff,39.16,33.18,27.67,Yes,33.10216049,0.022637326
56166,G_NGA_034710,6.429572,7.490366,8858d68a67fffff,39.49,33.08,27.43,Yes,33.10799002,0.022629068
56167,G_NGA_034739,6.375335,7.266939,8858d6d0e9fffff,40.23,33.88,25.9,Yes,33.91446849,0.042463178
56168,G_NGA_034782,6.453483333,7.259893333,8858896d3dfffff,40.31,34.51,25.18,Yes,34.49256822,0.039647707
56169,G_NGA_034871,6.312983333,7.300566667,8858d6c201fffff,39.69,33.64,26.67,Yes,33.60935498,0.03677182
56170,G_NGA_034891,6.453316667,7.252813333,8858896d23fffff,40.35,34.5,25.15,Yes,34.50280339,0.041126642
56171,G_NGA_034934,6.701023,7.374202,885889292bfffff,40.48,34.3,25.21,Yes,34.28787783,0.043444985
56172,G_NGA_035084,7.000236667,7.381325,8858893047fffff,40.32,34.7,24.98,Yes,34.68314643,0.043545077
56175,G_NGA_035289,6.931969,7.4489,8858892245fffff,40.39,34.36,25.25,Yes,34.35544556,0.038783608
56177,G_NGA_035994,6.757481,7.369483,8858892b07fffff,40.56,34.33,25.11,Yes,34.32221813,0.03618622
56178,G_NGA_036038,6.899841667,7.339803333,8858893ae5fffff,40.55,34.53,24.92,Yes,34.50909034,0.043025366
56179,G_NGA_036242,6.838804,7.360943,88588939dbfffff,40.3,34.38,25.32,Yes,34.37882521,0.03112576
56180,G_NGA_036357,6.137394,7.361603,8858d6cf31fffff,39.4,32.98,27.62,Yes,32.97871673,0.033617201
56181,G_NGA_036416,6.07934,7.37263,8858d652cbfffff,39.42,32.79,27.79,Yes,32.79210929,0.054527827
56182,G_NGA_036752,6.325458884,7.40083158,8858d6d587fffff,39.81,33.49,26.7,Yes,33.49661272,0.0329023
56183,G_NGA_036910,6.431261667,7.407958333,8858d6d6c7fffff,40.5,33.7,25.8,Yes,33.69312928,0.025131451
56303,G_NGA_009226,6.116598,6.899527,88588b3169fffff,38.41,34.5,27.08,Yes,34.47746039,0.039536842
56304,G_NGA_009631,6.035416,6.895439,88588b3847fffff,38.4,33.77,27.83,Yes,33.76758477,0.033753916
56305,G_NGA_009839,6.118096,6.773878,88588b0547fffff,39.04,33.61,27.35,Yes,33.62721764,0.02873382
56307,G_NGA_010053,6.142929,6.790897,88588b046dfffff,40.6,33.13,26.27,Yes,33.07521251,0.022083643
56308,G_NGA_010061,6.139464,6.780077,88588b0737fffff,40.43,32.73,26.84,Yes,32.92903134,0.022065437
56309,G_NGA_010388,6.189205,6.805837,88588b0607fffff,39.85,34.22,25.93,Yes,34.2144691,0.036972362
56351,G_NGA_017098,7.002507,7.637225,8858d4cb07fffff,40.32,34.5,25.18,Yes,34.48986741,0.068508815
56443,G_NGA_033804,6.140151,7.619024,8858d618d3fffff,39.53,32.77,27.7,Yes,32.71662864,0.052505992
56444,G_NGA_034046,6.195828,7.441215,8858d6ceddfffff,39.32,33.04,27.64,Yes,33.01714234,0.046385895
56445,G_NGA_034057,6.2512806,7.477483,8858d6c439fffff,39.5,33.05,27.45,Yes,32.98889978,0.033030228
56446,G_NGA_034136,6.471145,7.586708333,8858d681cdfffff,39.72,33.95,26.33,Yes,33.93819257,0.025565222
56447,G_NGA_034143,6.485832,7.518848,8858d69891fffff,39.86,33.54,26.6,Yes,33.47508671,0.024022146
56448,G_NGA_034396,6.418726667,7.512943333,8858d68a3dfffff,39.24,33.01,27.74,Yes,33.03253779,0.03654813
56449,G_NGA_035086,6.989557,7.532762,8858893405fffff,40.38,34.3,25.32,Yes,34.31931254,0.044506451
56450,G_NGA_036099,6.8365866,7.3960466,88588938b1fffff,40.57,34.04,25.39,Yes,34.01901881,0.02788899
56451,G_NGA_036107,6.756082,7.44158,885889281bfffff,40.52,33.98,25.5,Yes,34.02341368,0.041756091
56452,G_NGA_036155,6.864301667,7.35795,8858893817fffff,40.45,34.4,25.15,Yes,34.41867554,0.035643493
56453,G_NGA_036430,6.179219,7.30962,8858d6ca9dfffff,39.08,33.31,27.61,Yes,33.24945545,0.041377239
56454,G_NGA_036627,6.859456,7.4872,8858892039fffff,40.36,34.18,25.46,Yes,34.17421301,0.050898726
56455,G_NGA_037058,6.769156667,7.224391667,885889770bfffff,40.46,34.74,24.81,Yes,34.76448079,0.050630401
56456,G_NGA_037096,6.729098333,7.00496,88588944e5fffff,40,35.35,24.65,Yes,35.34683645,0.041133898
56592,G_NGA_064264,7.008927,7.305844,88588906b3fffff,40.26,34.76,24.98,Yes,34.77052738,0.051736668
56821,G_NGA_008517,6.482025,6.788692,88588b8497fffff,39.38,35.57,25.06,Yes,35.57099698,0.073251901
56822,G_NGA_008580,6.110877,7.035286,88588b30bbfffff,38.51,33.95,27.54,Yes,33.99296002,0.033316565
56823,G_NGA_008726,6.321516,6.982461,88588bae6dfffff,39.59,34.79,25.62,Yes,34.81803607,0.050140087
56824,G_NGA_008806,6.219379,7.07423,88588baca7fffff,38.57,34.27,27.16,Yes,34.26813272,0.029423749
56825,G_NGA_009043,6.200162,6.975664,88588b321bfffff,38.85,34.85,26.3,Yes,34.82505094,0.034572812
56826,G_NGA_009313,6.062102,6.814629,88588b0e99fffff,38.77,33.96,27.27,Yes,33.96007413,0.043921125
56827,G_NGA_009701,6.030195,6.99474,88588b232bfffff,38.62,33.83,27.55,Yes,33.79830894,0.038501529
56831,G_NGA_009889,6.105516,6.760748,88588b0567fffff,38.83,33.98,27.18,Yes,33.98126831,0.027114584
