latitude,longitude,percent_2g,percent_3g,percent_4g
6.123566714,6.756886983,28.1994552,39.11083721,39.11083721
6.133594771,6.756886983,28.21806461,39.15659071,39.15659071
6.143622829,6.756886983,28.1992587,39.20052076,39.20052076
6.153650886,6.756886983,28.19817081,39.20387627,39.20387627
6.163678943,6.756886983,28.24334327,39.21719578,39.21719578
6.173707,6.756886983,28.23290357,39.21181839,39.21181839
6.183735057,6.756886983,28.2232876,39.21512455,39.21512455
6.193763114,6.756886983,28.21781733,39.23374005,39.23374005
6.203791171,6.756886983,26.44563925,38.64203919,38.64203919
6.213819229,6.756886983,26.43371088,38.65612491,38.65612491
6.223847286,6.756886983,26.42513731,38.67354886,38.67354886
6.233875343,6.756886983,26.41791558,38.68946349,38.68946349
6.2439034,6.756886983,26.40582009,38.70520076,38.70520076
6.253931457,6.756886983,26.3894317,38.72660337,38.72660337
6.263959514,6.756886983,26.38850046,38.74665833,38.74665833
6.273987571,6.756886983,26.41554909,38.75763339,38.75763339
6.284015629,6.756886983,26.45629593,38.76071174,38.76071174
6.294043686,6.756886983,26.49790427,38.76013616,38.76013616
6.304071743,6.756886983,26.53497359,38.75921545,38.75921545
6.3140998,6.756886983,26.56724784,38.76083377,38.76083377
6.324127857,6.756886983,26.59604842,38.76699631,38.76699631
6.334155914,6.756886983,26.61909932,38.78093221,38.78093221
6.344183971,6.756886983,26.63290391,38.80690413,38.80690413
6.354212029,6.756886983,26.64081376,38.84182672,38.84182672
6.364240086,6.756886983,26.64479206,38.877731,38.877731
6.374268143,6.756886983,26.64147086,38.90551585,38.90551585
6.3842962,6.756886983,26.62890994,38.91903647,38.91903647
6.394324257,6.756886983,26.61467973,38.92105577,38.92105577
6.404352314,6.756886983,26.60962478,38.91784666,38.91784666
6.414380371,6.756886983,26.61964409,38.91375704,38.91375704
6.424408429,6.756886983,26.64369266,38.91050771,38.91050771
6.434436486,6.756886983,26.67648864,38.90720028,38.90720028
6.444464543,6.756886983,26.71322415,38.90136103,38.90136103
6.4544926,6.756886983,26.75162935,38.89075603,38.89075603
6.464520657,6.756886983,26.79087312,38.87473812,38.87473812
6.474548714,6.756886983,26.82968186,38.85505447,38.85505447
6.484576771,6.756886983,26.86370207,38.83770028,38.83770028
6.494604829,6.756886983,26.88646846,38.83137851,38.83137851
6.504632886,6.756886983,26.90600576,38.82982063,38.82982063
6.514660943,6.756886983,26.92799578,38.82749241,38.82749241
6.524689,6.756886983,26.95232653,38.8234144,38.8234144
6.534717057,6.756886983,26.97897931,38.81614814,38.81614814
6.544745114,6.756886983,27.00916042,38.80405054,38.80405054
6.554773171,6.756886983,27.045185,38.78585006,38.78585006
6.564801229,6.756886983,27.08990634,38.76087405,38.76087405
6.574829286,6.756886983,27.1447224,38.72952956,38.72952956
6.584857343,6.756886983,27.20356308,38.69425216,38.69425216
6.5948854,6.756886983,27.25603209,38.66317135,38.66317135
6.604913457,6.756886983,27.30975368,38.670593,38.670593
6.614941514,6.756886983,27.37526429,38.72833349,38.72833349
6.624969571,6.756886983,27.43740218,38.73418557,38.73418557
6.634997629,6.756886983,27.48483923,38.69612447,38.69612447
6.645025686,6.756886983,27.51486962,38.65253893,38.65253893
6.655053743,6.756886983,27.53348582,38.61374306,38.61374306
6.6650818,6.756886983,27.54342435,38.58502585,38.58502585
6.675109857,6.756886983,27.54308881,38.56787389,38.56787389
6.685137914,6.756886983,27.53338218,38.56720341,38.56720341
6.695165971,6.756886983,27.52801264,38.601183,38.601183
6.705194029,6.756886983,27.5647496,38.67997317,38.67997317
6.715222086,6.756886983,27.67654707,38.68169017,38.68169017
6.725250143,6.756886983,27.77471781,38.59624305,38.59624305
6.7352782,6.756886983,27.8361384,38.51304057,38.51304057
6.745306257,6.756886983,27.86792569,38.44107798,38.44107798
6.755334314,6.756886983,27.91232817,38.38637015,38.38637015
6.765362371,6.756886983,27.98488923,38.32655684,38.32655684
6.775390429,6.756886983,27.91297922,38.35017925,38.35017925
6.785418486,6.756886983,27.75887659,38.42751257,38.42751257
6.795446543,6.756886983,27.6517632,38.45796708,38.45796708
6.8054746,6.756886983,27.5956486,38.50101309,38.50101309
6.815502657,6.756886983,27.63684962,38.51025941,38.51025941
6.825530714,6.756886983,27.68852873,38.5431955,38.5431955
6.835558771,6.756886983,27.69129347,38.62943903,38.62943903
6.845586829,6.756886983,27.75650994,38.68209459,38.68209459
6.855614886,6.756886983,27.87232438,38.67630899,38.67630899
6.865642943,6.756886983,27.83392975,38.65803274,38.65803274
6.875671,6.756886983,27.7910789,38.60292863,38.60292863
6.003230029,6.766881145,26.41170977,38.73036304,38.73036304
6.013258086,6.766881145,26.4090715,38.72933189,38.72933189
6.023286143,6.766881145,26.3870329,38.74333566,38.74333566
6.0333142,6.766881145,26.37135995,38.76455705,38.76455705
6.043342257,6.766881145,26.39289036,38.7648828,38.7648828
6.053370314,6.766881145,26.42934122,38.75638007,38.75638007
6.063398371,6.766881145,26.46883548,38.74548975,38.74548975
6.073426429,6.766881145,26.50529478,38.73653032,38.73653032
6.083454486,6.766881145,26.53704972,38.73307503,38.73307503
6.093482543,6.766881145,26.56768082,38.73481727,38.73481727
6.1035106,6.766881145,26.59615782,38.73891614,38.73891614
6.113538657,6.766881145,26.60825237,38.76006661,38.76006661
6.123566714,6.766881145,26.61470643,38.79413286,38.79413286
6.133594771,6.766881145,26.61681761,38.8321701,38.8321701
6.143622829,6.766881145,26.60905229,38.86476871,38.86476871
6.153650886,6.766881145,26.59113066,38.88601852,38.88601852
6.163678943,6.766881145,26.57204277,38.89613569,38.89613569
6.173707,6.766881145,26.56548211,38.8991984,38.8991984
6.183735057,6.766881145,26.57992566,38.90005262,38.90005262
6.193763114,6.766881145,26.61177442,38.90187536,38.90187536
6.203791171,6.766881145,26.65031145,38.90371272,38.90371272
6.213819229,6.766881145,26.68862284,38.90180173,38.90180173
6.223847286,6.766881145,26.72573559,38.89322703,38.89322703
6.233875343,6.766881145,26.76205641,38.87778324,38.87778324
6.2439034,6.766881145,26.79644979,38.85824104,38.85824104
6.253931457,6.766881145,26.82571941,38.83993605,38.83993605
6.263959514,6.766881145,26.84765253,38.82755333,38.82755333
6.273987571,6.766881145,26.86548629,38.82081663,38.82081663
6.284015629,6.766881145,26.8838519,38.81827815,38.81827815
6.294043686,6.766881145,26.90486364,38.81782327,38.81782327
6.304071743,6.766881145,26.92941952,38.81565866,38.81565866
6.3140998,6.766881145,26.95895486,38.8091496,38.8091496
6.324127857,6.766881145,26.99565347,38.79707463,38.79707463
6.334155914,6.766881145,27.0417249,38.77933259,38.77933259
6.344183971,6.766881145,27.09732521,38.75729541,38.75729541
6.354212029,6.766881145,27.15450656,38.73533595,38.73533595
6.364240086,6.766881145,27.19116752,38.72448484,38.72448484
6.374268143,6.766881145,27.22827427,38.74007718,38.74007718
6.3842962,6.766881145,27.27947469,38.76784279,38.76784279
6.394324257,6.766881145,27.37429641,38.740278,38.740278
6.404352314,6.766881145,27.46311567,38.68824139,38.68824139
6.414380371,6.766881145,27.50359577,38.6513842,38.6513842
6.424408429,6.766881145,27.52186462,38.62365166,38.62365166
6.434436486,6.766881145,27.524334,38.60736708,38.60736708
6.444464543,6.766881145,27.5112733,38.60596982,38.60596982
6.4544926,6.766881145,27.48234869,38.62769476,38.62769476
6.464520657,6.766881145,27.45179733,38.68628586,38.68628586
6.474548714,6.766881145,27.512931,38.75221963,38.75221963
6.484576771,6.766881145,27.67468244,38.66225179,38.66225179
6.494604829,6.766881145,27.74692368,38.56371255,38.56371255
6.504632886,6.766881145,27.77518592,38.4976644,38.4976644
6.514660943,6.766881145,27.78504234,38.4382051,38.4382051
6.524689,6.766881145,27.77650218,38.41296725,38.41296725
6.534717057,6.766881145,27.76438963,38.40346579,38.40346579
6.544745114,6.766881145,27.83922796,38.37433357,38.37433357
6.554773171,6.766881145,27.80742849,38.36283214,38.36283214
6.564801229,6.766881145,27.72640069,38.42357921,38.42357921
6.574829286,6.766881145,27.61172711,38.54067055,38.54067055
6.584857343,6.766881145,27.56122103,38.58262522,38.58262522
6.5948854,6.766881145,27.573127,38.64247592,38.64247592
6.604913457,6.766881145,27.63182046,38.69304917,38.69304917
6.614941514,6.766881145,27.74038451,38.68707019,38.68707019
6.624969571,6.766881145,27.82214571,38.67543833,38.67543833
6.634997629,6.766881145,27.82522129,38.65047218,38.65047218
6.645025686,6.766881145,27.85770282,38.59509466,38.59509466
6.655053743,6.766881145,27.8800813,38.62365932,38.62365932
6.6650818,6.766881145,27.88847201,38.61728618,38.61728618
6.675109857,6.766881145,27.80046842,38.63073294,38.63073294
6.685137914,6.766881145,27.77930385,38.70058668,38.70058668
6.695165971,6.766881145,27.78773741,38.76384581,38.76384581
6.705194029,6.766881145,27.80699025,38.82545552,38.82545552
6.715222086,6.766881145,27.85766011,38.82094244,38.82094244
6.725250143,6.766881145,27.90914276,38.7446292,38.7446292
6.7352782,6.766881145,27.85348975,38.79205028,38.79205028
6.745306257,6.766881145,27.7498886,38.89495622,38.89495622
6.755334314,6.766881145,27.73282717,38.8982901,38.8982901
6.765362371,6.766881145,27.73509895,38.93983091,38.93983091
6.775390429,6.766881145,27.76034618,38.93544283,38.93544283
6.785418486,6.766881145,27.800441,38.89044752,38.89044752
6.795446543,6.766881145,27.77323001,38.89119258,38.89119258
6.8054746,6.766881145,27.74815051,38.85556437,38.85556437
6.815502657,6.766881145,27.80111494,38.756207,38.756207
6.825530714,6.766881145,27.85051239,38.71011421,38.71011421
6.835558771,6.766881145,27.88919574,38.68824155,38.68824155
6.845586829,6.766881145,27.91051272,38.68154453,38.68154453
6.855614886,6.766881145,27.91263021,38.68846551,38.68846551
6.865642943,6.766881145,27.89679157,38.69697711,38.69697711
6.875671,6.766881145,27.90184081,38.70563732,38.70563732
6.003230029,6.776875308,26.72647002,38.89419335,38.89419335
6.013258086,6.776875308,26.7560021,38.87499428,38.87499428
6.023286143,6.776875308,26.78145194,38.85527399,38.85527399
6.0333142,6.776875308,26.80158485,38.83868328,38.83868328
6.043342257,6.776875308,26.81795447,38.82691491,38.82691491
6.053370314,6.776875308,26.83412187,38.82324017,38.82324017
6.063398371,6.776875308,26.85255974,38.82621923,38.82621923
6.073426429,6.776875308,26.87423061,38.82887121,38.82887121
6.083454486,6.776875308,26.90068665,38.82848574,38.82848574
6.093482543,6.776875308,26.93369816,38.82435367,38.82435367
6.1035106,6.776875308,26.97445407,38.81710583,38.81710583
6.113538657,6.776875308,27.02163973,38.8088518,38.8088518
6.123566714,6.776875308,27.06749973,38.80385005,38.80385005
6.133594771,6.776875308,27.10357874,38.80809195,38.80809195
6.143622829,6.776875308,27.14265581,38.82271824,38.82271824
6.153650886,6.776875308,27.20214528,38.83030306,38.83030306
6.163678943,6.776875308,27.32634599,38.78143138,38.78143138
6.173707,6.776875308,27.42838095,38.70820128,38.70820128
6.183735057,6.776875308,27.47932364,38.66762423,38.66762423
6.193763114,6.776875308,27.50693897,38.64327547,38.64327547
6.203791171,6.776875308,27.51196495,38.63411578,38.63411578
6.213819229,6.776875308,27.50053468,38.64006064,38.64006064
6.223847286,6.776875308,27.48406555,38.65789616,38.65789616
6.233875343,6.776875308,27.46567515,38.69925077,38.69925077
6.2439034,6.776875308,27.50548669,38.73278994,38.73278994
6.253931457,6.776875308,27.63544842,38.66378146,38.66378146
6.263959514,6.776875308,27.6973839,38.59937892,38.59937892
6.273987571,6.776875308,27.71421773,38.55167487,38.55167487
6.284015629,6.776875308,27.71863241,38.49196816,38.49196816
6.294043686,6.776875308,27.74351047,38.44745537,38.44745537
6.304071743,6.776875308,27.74479001,38.46146298,38.46146298
6.3140998,6.776875308,27.87593536,38.38425669,38.38425669
6.324127857,6.776875308,27.90014605,38.31004552,38.31004552
6.334155914,6.776875308,27.78740184,38.36548733,38.36548733
6.344183971,6.776875308,27.63367402,38.48426081,38.48426081
6.354212029,6.776875308,27.53280683,38.54994255,38.54994255
6.364240086,6.776875308,27.50479595,38.71405014,38.71405014
6.374268143,6.776875308,27.59410665,38.7593039,38.7593039
6.3842962,6.776875308,27.6808677,38.74680996,38.74680996
6.394324257,6.776875308,27.73832654,38.73718931,38.73718931
6.404352314,6.776875308,27.75405689,38.68948763,38.68948763
6.414380371,6.776875308,27.86769717,38.57764064,38.57764064
6.424408429,6.776875308,27.93795646,38.57770587,38.57770587
6.434436486,6.776875308,27.90535458,38.62025417,38.62025417
6.444464543,6.776875308,27.85053754,38.64913519,38.64913519
6.4544926,6.776875308,27.84934006,38.63352242,38.63352242
6.464520657,6.776875308,27.83687649,38.62431489,38.62431489
6.474548714,6.776875308,27.84871922,38.70040866,38.70040866
6.484576771,6.776875308,27.9009727,38.74249735,38.74249735
6.494604829,6.776875308,27.90828071,38.74146756,38.74146756
6.504632886,6.776875308,27.8254756,38.81362105,38.81362105
6.514660943,6.776875308,27.8163111,38.85959772,38.85959772
6.524689,6.776875308,27.85058593,38.86466628,38.86466628
6.534717057,6.776875308,27.79657876,38.90014298,38.90014298
6.544745114,6.776875308,27.79363915,38.89706975,38.89706975
6.554773171,6.776875308,27.81789413,38.87349723,38.87349723
6.564801229,6.776875308,27.79329584,38.87241091,38.87241091
6.574829286,6.776875308,27.76614915,38.83735712,38.83735712
6.584857343,6.776875308,27.80450773,38.75345267,38.75345267
6.5948854,6.776875308,27.84901634,38.70093956,38.70093956
6.604913457,6.776875308,27.8869694,38.66662642,38.66662642
6.614941514,6.776875308,27.90530802,38.64333379,38.64333379
6.624969571,6.776875308,27.89383813,38.63424058,38.63424058
6.634997629,6.776875308,27.8737426,38.63967568,38.63967568
6.645025686,6.776875308,27.85202484,38.70898867,38.70898867
6.655053743,6.776875308,27.897353,38.79561166,38.79561166
6.6650818,6.776875308,27.91537673,38.84029104,38.84029104
6.675109857,6.776875308,27.88534488,38.8890643,38.8890643
6.685137914,6.776875308,27.84129574,38.97126672,38.97126672
6.695165971,6.776875308,27.78436876,39.05220566,39.05220566
6.705194029,6.776875308,27.75603638,39.09727349,39.09727349
6.715222086,6.776875308,27.77828911,39.09874907,39.09874907
6.725250143,6.776875308,27.80033708,39.10776039,39.10776039
6.7352782,6.776875308,27.80428316,39.1662679,39.1662679
6.745306257,6.776875308,27.79745987,39.23024471,39.23024471
6.755334314,6.776875308,27.83120694,39.24564287,39.24564287
6.765362371,6.776875308,27.88980292,39.23373205,39.23373205
6.775390429,6.776875308,27.93499597,39.23591553,39.23591553
6.785418486,6.776875308,27.90000739,39.32425203,39.32425203
6.795446543,6.776875308,27.80732788,39.36885868,39.36885868
6.8054746,6.776875308,27.72360382,39.35103572,39.35103572
6.815502657,6.776875308,27.78025358,39.3250698,39.3250698
6.825530714,6.776875308,27.93781739,39.30200245,39.30200245
6.835558771,6.776875308,28.01669295,39.2851015,39.2851015
6.845586829,6.776875308,28.03816798,39.27869214,39.27869214
6.855614886,6.776875308,27.99930252,39.27800804,39.27800804
6.865642943,6.776875308,28.00688484,39.24058087,39.24058087
6.875671,6.776875308,28.05554258,39.21868392,39.21868392
6.003230029,6.78686947,27.48763996,38.69028815,38.69028815
6.013258086,6.78686947,27.47940314,38.6769711,38.6769711
6.023286143,6.78686947,27.57815584,38.66718751,38.66718751
6.0333142,6.78686947,27.60903287,38.67586674,38.67586674
6.043342257,6.78686947,27.68090106,38.64342255,38.64342255
6.053370314,6.78686947,27.72740311,38.57183254,38.57183254
6.063398371,6.78686947,27.77978955,38.51786148,38.51786148
6.073426429,6.78686947,27.81246698,38.52403708,38.52403708
6.083454486,6.78686947,27.89254612,38.41135805,38.41135805
6.093482543,6.78686947,27.94439642,38.38288004,38.38288004
6.1035106,6.78686947,27.85815475,38.39344523,38.39344523
6.113538657,6.78686947,27.60565472,38.52412624,38.52412624
6.123566714,6.78686947,27.51703833,38.59871013,38.59871013
6.133594771,6.78686947,27.54170985,38.68161731,38.68161731
6.143622829,6.78686947,27.57915973,38.72118154,38.72118154
6.153650886,6.78686947,27.63106164,38.72578482,38.72578482
6.163678943,6.78686947,27.70726675,38.72177841,38.72177841
6.173707,6.78686947,27.66098384,38.68623073,38.68623073
6.183735057,6.78686947,27.69597003,38.61416443,38.61416443
6.193763114,6.78686947,27.75163246,38.54323205,38.54323205
6.203791171,6.78686947,27.76805322,38.54709167,38.54709167
6.213819229,6.78686947,27.78738881,38.62753066,38.62753066
6.223847286,6.78686947,27.85400783,38.60198037,38.60198037
6.233875343,6.78686947,27.82588105,38.58985653,38.58985653
6.2439034,6.78686947,27.84624583,38.57369126,38.57369126
6.253931457,6.78686947,27.89427687,38.5253643,38.5253643
6.263959514,6.78686947,27.8879141,38.6314273,38.6314273
6.273987571,6.78686947,27.94285555,38.68605615,38.68605615
6.284015629,6.78686947,27.88127354,38.82137891,38.82137891
6.294043686,6.78686947,27.86081158,38.88941132,38.88941132
6.304071743,6.78686947,27.8057182,38.92193874,38.92193874
6.3140998,6.78686947,27.778016,38.91040921,38.91040921
6.324127857,6.78686947,27.7816883,38.89527069,38.89527069
6.334155914,6.78686947,27.78087132,38.88728861,38.88728861
6.344183971,6.78686947,27.77573566,38.85855722,38.85855722
6.354212029,6.78686947,27.79945987,38.80148257,38.80148257
6.364240086,6.78686947,27.84768079,38.73760773,38.73760773
6.374268143,6.78686947,27.90029812,38.67599009,38.67599009
6.3842962,6.78686947,27.93514928,38.62572493,38.62572493
6.394324257,6.78686947,27.94939744,38.59446205,38.59446205
6.404352314,6.78686947,27.95111627,38.60293399,38.60293399
6.414380371,6.78686947,27.86503876,38.78915839,38.78915839
6.424408429,6.78686947,27.87129112,38.90415012,38.90415012
6.434436486,6.78686947,27.9272014,38.89472271,38.89472271
6.444464543,6.78686947,27.92123179,38.88916631,38.88916631
6.4544926,6.78686947,27.88096219,38.96492621,38.96492621
6.464520657,6.78686947,27.81605946,39.07421213,39.07421213
6.474548714,6.78686947,27.77556481,39.11377031,39.11377031
6.484576771,6.78686947,27.79030083,39.10314446,39.10314446
6.494604829,6.78686947,27.81432376,39.10543128,39.10543128
6.504632886,6.78686947,27.81217412,39.14086807,39.14086807
6.514660943,6.78686947,27.78643654,39.22499398,39.22499398
6.524689,6.78686947,27.83156796,39.244575,39.244575
6.534717057,6.78686947,27.88871803,39.24086451,39.24086451
6.544745114,6.78686947,27.92267912,39.25218195,39.25218195
6.554773171,6.78686947,27.89752136,39.31580782,39.31580782
6.564801229,6.78686947,27.82249328,39.38022958,39.38022958
6.574829286,6.78686947,27.74356279,39.38868856,39.38868856
6.584857343,6.78686947,27.77917946,39.35529842,39.35529842
6.5948854,6.78686947,27.92523141,39.3180148,39.3180148
6.604913457,6.78686947,28.00147199,39.29399672,39.29399672
6.614941514,6.78686947,28.038669,39.27006304,39.27006304
6.624969571,6.78686947,28.0478589,39.23797279,39.23797279
6.634997629,6.78686947,28.03788509,39.20474015,39.20474015
6.645025686,6.78686947,28.05135321,39.19550334,39.19550334
6.655053743,6.78686947,28.07495225,39.20717507,39.20717507
6.6650818,6.78686947,28.08974775,39.23464602,39.23464602
6.675109857,6.78686947,28.08447595,39.28746654,39.28746654
6.685137914,6.78686947,28.07380536,39.34700775,39.34700775
6.695165971,6.78686947,26.37911178,38.77220406,38.77220406
6.705194029,6.78686947,26.38098929,38.77988535,38.77988535
6.715222086,6.78686947,26.39298499,38.78013771,38.78013771
6.725250143,6.78686947,26.41133804,38.76294729,38.76294729
6.7352782,6.78686947,26.41653819,38.74126164,38.74126164
6.745306257,6.78686947,26.40610925,38.72876225,38.72876225
6.755334314,6.78686947,26.38707557,38.73054427,38.73054427
6.765362371,6.78686947,26.37768501,38.72974015,38.72974015
6.775390429,6.78686947,26.38352208,38.72110994,38.72110994
6.785418486,6.78686947,26.400304,38.70900311,38.70900311
6.795446543,6.78686947,26.42159835,38.69868804,38.69868804
6.8054746,6.78686947,26.44060771,38.69484796,38.69484796
6.815502657,6.78686947,26.44536603,38.69984002,38.69984002
6.825530714,6.78686947,26.42530481,38.70421762,38.70421762
6.835558771,6.78686947,26.43276992,38.70694457,38.70694457
6.845586829,6.78686947,26.48772509,38.75586779,38.75586779
6.855614886,6.78686947,26.53462565,38.80392088,38.80392088
6.865642943,6.78686947,26.53806423,38.83640533,38.83640533
6.875671,6.78686947,26.50996534,38.85623451,38.85623451
6.003230029,6.796863632,27.7410066,38.63576881,38.63576881
6.013258086,6.796863632,27.78728792,38.59894342,38.59894342
6.023286143,6.796863632,27.84217615,38.46630294,38.46630294
6.0333142,6.796863632,27.83602975,38.47393067,38.47393067
6.043342257,6.796863632,27.86185092,38.60701832,38.60701832
6.053370314,6.796863632,27.84398789,38.79129532,38.79129532
6.063398371,6.796863632,27.78696688,38.93727814,38.93727814
6.073426429,6.796863632,27.75546128,38.98882998,38.98882998
6.083454486,6.796863632,27.7383523,38.96613074,38.96613074
6.093482543,6.796863632,27.74199033,38.94679416,38.94679416
6.1035106,6.796863632,27.74680396,38.93830705,38.93830705
6.113538657,6.796863632,27.75366227,38.91126358,38.91126358
6.123566714,6.796863632,27.78160068,38.86227444,38.86227444
6.133594771,6.796863632,27.84040508,38.79465609,38.79465609
6.143622829,6.796863632,27.91418277,38.71473743,38.71473743
6.153650886,6.796863632,27.96517208,38.64742448,38.64742448
6.163678943,6.796863632,27.96498091,38.6448191,38.6448191
6.173707,6.796863632,27.96713401,38.64392174,38.64392174
6.183735057,6.796863632,27.89561295,38.776809,38.776809
6.193763114,6.796863632,27.89122991,38.90949487,38.90949487
6.203791171,6.796863632,27.95689769,38.93875608,38.93875608
6.213819229,6.796863632,27.96305926,38.93274926,38.93274926
6.223847286,6.796863632,27.92625766,38.97323283,38.97323283
6.233875343,6.796863632,27.87456325,39.04551224,39.04551224
6.2439034,6.796863632,27.83821995,39.0882536,39.0882536
