longitude,latitude,percent_2g,percent_3g,percent_4g
7.4167,6.031714286,27.86204999,39.33433737,32.80858854
7.4267,6.031714286,27.88877761,39.30344237,32.79355282
7.4367,6.031714286,27.91848533,39.26961716,32.7762464
7.4467,6.031714286,27.94887693,39.24079006,32.75788194
7.4567,6.031714286,27.9786745,39.22485867,32.73941749
7.4667,6.031714286,28.00803905,39.22674656,32.72021854
7.4767,6.031714286,28.03794336,39.24451027,32.69645924
7.4867,6.031714286,28.06828619,39.26505078,32.65956253
6.7467,6.041714286,27.09194611,38.95854603,33.99412988
6.7567,6.041714286,27.15291383,38.96461127,34.03160894
6.7667,6.041714286,27.21485848,38.91954066,34.04887755
6.7767,6.041714286,27.26693456,38.8604041,34.04528672
6.7867,6.041714286,27.30325725,38.8158722,34.02323381
6.7967,6.041714286,27.32434738,38.79895035,33.98707765
6.8067,6.041714286,27.33649099,38.80629687,33.94209673
6.8167,6.041714286,27.34935176,38.82301446,33.89372509
6.8267,6.041714286,27.37264323,38.83024203,33.84710935
6.8367,6.041714286,27.41286489,38.81259077,33.80687072
6.8467,6.041714286,27.47101799,38.76324273,33.77689029
6.8567,6.041714286,27.54190576,38.68577028,33.75998286
6.8667,6.041714286,27.61518958,38.59284708,33.75745176
6.8767,6.041714286,27.67792327,38.50267965,33.76865906
6.8867,6.041714286,27.71791497,38.43421401,33.79083146
6.8967,6.041714286,27.72704434,38.40218242,33.81930518
6.9067,6.041714286,27.70364457,38.41304063,33.84829081
6.9167,6.041714286,27.65326506,38.46280925,33.8720539
6.9267,6.041714286,27.58753721,38.53760574,33.88623024
6.9367,6.041714286,27.52138669,38.61706931,33.88889804
6.9467,6.041714286,27.46933215,38.67997077,33.88105794
6.9567,6.041714286,27.44192089,38.71037342,33.86632394
6.9667,6.041714286,27.44335023,38.70224233,33.84985997
6.9767,6.041714286,27.47097578,38.66075473,33.83683127
6.9867,6.041714286,27.51680385,38.59974931,33.83079992
6.9967,6.041714286,27.57040479,38.53632444,33.8325261
7.0067,6.041714286,27.62220785,38.48483548,33.83952922
7.0167,6.041714286,27.66603506,38.45280972,33.84655027
7.0267,6.041714286,27.70005478,38.44039044,33.84680314
7.0367,6.041714286,27.72596984,38.44322457,33.83368576
7.0467,6.041714286,27.74695225,38.45703616,33.80250233
7.0567,6.041714286,27.76531546,38.48132294,33.75175536
7.0667,6.041714286,27.78097762,38.52010621,33.68369186
7.0767,6.041714286,27.79138792,38.57922979,33.60398888
7.0867,6.041714286,27.79292412,38.66156036,33.52068053
7.0967,6.041714286,27.78310548,38.76264318,33.44260367
7.1067,6.041714286,27.76258783,38.86929005,33.37773099
7.1167,6.041714286,27.73597898,38.96223972,33.33175526
7.1267,6.041714286,27.71100528,39.02208866,33.30719886
7.1367,6.041714286,27.69626054,39.03609378,33.30318163
7.1467,6.041714286,27.69837765,39.0029684,33.31582721
7.1567,6.041714286,27.71972131,38.93363985,33.33916052
7.1667,6.041714286,27.75750046,38.8476822,33.36627079
7.1767,6.041714286,27.80463419,38.76694462,33.39049492
7.1867,6.041714286,27.85201656,38.70894864,33.40640669
7.1967,6.041714286,27.8913053,38.68251125,33.41046521
7.2067,6.041714286,27.91721086,38.68691675,33.40125826
7.2167,6.041714286,27.92852859,38.71440413,33.37935715
7.2267,6.041714286,27.92770063,38.75447762,33.34686471
7.2367,6.041714286,27.91927191,38.79808649,33.30678016
7.2467,6.041714286,27.90797664,38.84013704,33.26232143
7.2567,6.041714286,27.89722295,38.87977698,33.21633743
7.2667,6.041714286,27.88845902,38.91891456,33.17091325
7.2767,6.041714286,27.88146052,38.9600537,33.12722495
7.2867,6.041714286,27.87518825,39.00455137,33.08564459
7.2967,6.041714286,27.86869106,39.05194382,33.04603994
7.3067,6.041714286,27.86162313,39.10034943,33.00816867
7.3167,6.041714286,27.85422594,39.14746218,32.97204408
7.3267,6.041714286,27.84693651,39.19149362,32.93815759
7.3367,6.041714286,27.83996578,39.23159863,32.90748249
7.3467,6.041714286,27.83316455,39.26767551,32.88124745
7.3567,6.041714286,27.82628906,39.29975984,32.86054064
7.3667,6.041714286,27.81951391,39.32738944,32.84586624
7.3767,6.041714286,27.81386256,39.34927507,32.83680387
7.3867,6.041714286,27.81123387,39.36343869,32.83190539
7.3967,6.041714286,27.81389852,39.36778745,32.82890162
7.4067,6.041714286,27.82362773,39.36095807,32.82519666
7.4167,6.041714286,27.84085123,39.3432073,32.81852414
7.4267,6.041714286,27.86429406,39.31710477,32.80755827
7.4367,6.041714286,27.89136498,39.28775941,32.79224009
7.4467,6.041714286,27.9192221,39.26227727,32.77361171
7.4567,6.041714286,27.94606684,39.2481565,32.75304837
7.4667,6.041714286,27.97198307,39.25045296,32.73092057
7.4767,6.041714286,27.9986666,39.26784702,32.70487515
7.4867,6.041714286,28.02770184,39.28817724,32.66805545
6.7467,6.051714286,26.99040476,39.02746626,34.09709348
6.7567,6.051714286,27.06796718,39.00689719,34.1311611
6.7667,6.051714286,27.14119977,38.94261197,34.14396407
6.7767,6.051714286,27.20011282,38.87191633,34.13671418
6.7867,6.051714286,27.24074939,38.82167918,34.1129858
6.7967,6.051714286,27.26554554,38.80243038,34.0773651
6.8067,6.051714286,27.28175204,38.80899009,34.03442107
6.8167,6.051714286,27.29863605,38.82592398,33.98822118
6.8267,6.051714286,27.32442007,38.83493549,33.94235032
6.8367,6.051714286,27.36382423,38.82147017,33.90018376
6.8467,6.051714286,27.41676079,38.77887205,33.86508923
6.8567,6.051714286,27.47834632,38.70967954,33.84030847
6.8667,6.051714286,27.54007649,38.62450077,33.82845606
6.8767,6.051714286,27.59181097,38.5391957,33.83078745
6.8867,6.051714286,27.6241283,38.47102581,33.84654019
6.8967,6.051714286,27.63058804,38.43437087,33.8726759
6.9067,6.051714286,27.60944906,38.43675878,33.90423496
6.9167,6.051714286,27.56444614,38.47621209,33.93530189
6.9267,6.051714286,27.50436115,38.54095859,33.96034932
6.9367,6.051714286,27.44136534,38.61208893,33.97556761
6.9467,6.051714286,27.38843166,38.66876551,33.97975955
6.9567,6.051714286,27.35642941,38.69446141,33.97449656
6.9667,6.051714286,27.35168887,38.68202065,33.96345827
6.9767,6.051714286,27.37475486,38.63555125,33.95113406
6.9867,6.051714286,27.42071316,38.56834169,33.94126904
6.9967,6.051714286,27.480967,38.49766156,33.93552125
7.0067,6.051714286,27.54584537,38.43868217,33.93273673
7.0167,6.051714286,27.6071435,38.40012353,33.92906654
7.0267,6.051714286,27.65975393,38.38336175,33.91890398
7.0367,6.051714286,27.70193539,38.3850108,33.89638689
7.0467,6.051714286,27.73432841,38.40127347,33.85705629
7.0567,6.051714286,27.75832714,38.43151809,33.79922834
7.0667,6.051714286,27.77463978,38.47902213,33.72472365
7.0767,6.051714286,27.78272092,38.54839322,33.63877426
7.0867,6.051714286,27.78130742,38.64102657,33.54914056
7.0967,6.051714286,27.7697418,38.7511241,33.46466019
7.1067,6.051714286,27.74937324,38.8646687,33.39357274
7.1167,6.051714286,27.72426575,38.96236637,33.34199436
7.1267,6.051714286,27.70074395,39.02562652,33.31285802
7.1367,6.051714286,27.68583159,39.04311495,33.30551111
7.1467,6.051714286,27.6851475,39.01504207,33.31600833
7.1567,6.051714286,27.70108809,38.95330944,33.33799148
7.1667,6.051714286,27.73202713,38.87744947,33.36393942
7.1767,6.051714286,27.77284956,38.80808368,33.3865186
7.1867,6.051714286,27.81659438,38.76057344,33.39977074
7.1967,6.051714286,27.85655095,38.74126669,33.39993105
7.2067,6.051714286,27.88801623,38.74746473,33.38576063
7.2167,6.051714286,27.90912033,38.77060159,33.35838061
7.2267,6.051714286,27.92055902,38.80089577,33.32069196
7.2367,6.051714286,27.92452939,38.83139336,33.27653821
7.2467,6.051714286,27.92344747,38.8599067,33.22980618
7.2567,6.051714286,27.9190241,38.88848134,33.18365771
7.2667,6.051714286,27.91201699,38.92112379,33.14004455
7.2767,6.051714286,27.90260525,38.96112027,33.09958784
7.2867,6.051714286,27.89103491,39.00919437,33.06181671
7.2967,6.051714286,27.87809501,39.06314486,33.02567549
7.3067,6.051714286,27.86513135,39.11883454,32.99014553
7.3167,6.051714286,27.85359627,39.17183744,32.95480056
7.3267,6.051714286,27.84441058,39.2189026,32.92013362
7.3367,6.051714286,27.83753251,39.25864268,32.88755493
7.3467,6.051714286,27.83202831,39.29131168,32.8590528
7.3567,6.051714286,27.82667168,39.31795558,32.83660775
7.3667,6.051714286,27.82080251,39.33942829,32.82152929
7.3767,6.051714286,27.81500319,39.35572487,32.81391912
7.3867,6.051714286,27.81119921,39.36587493,32.81244152
7.3967,6.051714286,27.81204795,39.36839333,32.81450155
7.4067,6.051714286,27.81983125,39.36210589,32.81681361
7.4167,6.051714286,27.83534624,39.34708423,32.81621581
7.4267,6.051714286,27.85735273,39.32540379,32.81048621
7.4367,6.051714286,27.88293282,39.30143088,32.79887541
7.4467,6.051714286,27.90871655,39.28133291,32.78210412
7.4567,6.051714286,27.9324861,39.27153101,32.76168215
7.4667,6.051714286,27.95438112,39.27594607,32.73856521
7.4767,6.051714286,27.9769269,39.29217935,32.71134176
7.4867,6.051714286,28.00342926,39.30718895,32.67429084
6.7467,6.061714286,26.93728223,39.03709653,34.19742208
6.7567,6.061714286,27.03153117,38.98494109,34.2131711
6.7667,6.061714286,27.11222632,38.90442438,34.21066831
6.7767,6.061714286,27.17172467,38.82864561,34.19372684
6.7867,6.061714286,27.20970737,38.77857485,34.16718856
6.7967,6.061714286,27.23201597,38.75978373,34.13534886
6.8067,6.061714286,27.24778241,38.76495802,34.10107574
6.8167,6.061714286,27.26604891,38.7797508,34.06580299
6.8267,6.061714286,27.29302803,38.78903742,34.03023085
6.8367,6.061714286,27.33070397,38.7814769,33.99530982
6.8467,6.061714286,27.37687263,38.75171415,33.96300479
6.8567,6.061714286,27.42622988,38.70070212,33.93645513
6.8667,6.061714286,27.47191633,38.63497887,33.91941029
6.8767,6.061714286,27.50702083,38.56538019,33.91512456
6.8867,6.061714286,27.52580227,38.5051188,33.9251243
6.8967,6.061714286,27.52462568,38.46697834,33.94833118
6.9067,6.061714286,27.50269041,38.45978276,33.98091271
6.9167,6.061714286,27.46253919,38.48505295,34.0169804
6.9267,6.061714286,27.41017683,38.53528686,34.0499578
6.9367,6.061714286,27.35454378,38.59509186,34.07420291
6.9467,6.061714286,27.30618809,38.64537047,34.08637439
6.9567,6.061714286,27.27525496,38.66934583,34.08610857
6.9667,6.061714286,27.26924652,38.65815673,34.07579567
6.9767,6.061714286,27.29121929,38.61369337,34.05953139
6.9867,6.061714286,27.33904608,38.54743495,34.0415791
6.9967,6.061714286,27.40604913,38.47581956,34.02482499
7.0067,6.061714286,27.48282937,38.41425741,34.00970355
7.0167,6.061714286,27.55967488,38.37247158,33.99391981
7.0267,6.061714286,27.62873049,38.35309961,33.9730516
7.0367,6.061714286,27.68524209,38.35378272,33.94185644
7.0467,6.061714286,27.72759874,38.37118742,33.89590901
7.0567,6.061714286,27.75639827,38.40447569,33.83311032
7.0667,6.061714286,27.77313295,38.45615075,33.75465412
7.0767,6.061714286,27.77916927,38.52973416,33.66518957
7.0867,6.061714286,27.77546039,38.62556302,33.57213336
7.0967,6.061714286,27.76300548,38.73715583,33.48429874
7.1067,6.061714286,27.74366886,38.850457,33.41017054
7.1167,6.061714286,27.72078518,38.94688895,33.35622715
7.1267,6.061714286,27.6990884,39.00921924,33.3256836
7.1367,6.061714286,27.68384929,39.02776711,33.31791822
7.1467,6.061714286,27.67951276,39.00417898,33.32868129
7.1567,6.061714286,27.68839345,38.95103957,33.3510093
7.1667,6.061714286,27.70998767,38.88743653,33.37662129
7.1767,6.061714286,27.74119626,38.83236233,33.39748505
7.1867,6.061714286,27.77735715,38.798694,33.40722444
7.1967,6.061714286,27.81364762,38.79008831,33.40209284
7.2067,6.061714286,27.8462913,38.8017267,33.38134646
7.2167,6.061714286,27.873142,38.82414856,33.34698745
7.2267,6.061714286,27.89353712,38.84820502,33.30298203
7.2367,6.061714286,27.90765484,38.86893802,33.25416337
7.2467,6.061714286,27.91580614,38.88693439,33.20508415
7.2567,6.061714286,27.91805888,38.90697985,33.15907818
7.2667,6.061714286,27.91435836,38.93501491,33.11772844
7.2767,6.061714286,27.9050053,38.97497044,33.08083457
7.2867,6.061714286,27.89113981,39.02686899,33.04685041
7.2967,6.061714286,27.87486704,39.08681688,33.01364915
7.3067,6.061714286,27.85885276,39.14860372,32.97939658
7.3167,6.061714286,27.84551436,39.20599035,32.94329027
7.3267,6.061714286,27.83617873,39.25463368,32.90596078
7.3367,6.061714286,27.83064143,39.29293686,32.86942194
7.3467,6.061714286,27.82739951,39.32169176,32.83657954
7.3567,6.061714286,27.82451297,39.34290448,32.81043026
7.3667,6.061714286,27.82072929,39.35845197,32.79317339
7.3767,6.061714286,27.81634077,39.36915772,32.78549088
7.3867,6.061714286,27.81332722,39.37459557,32.78621371
7.3967,6.061714286,27.81464491,39.37359835,32.79249183
7.4067,6.061714286,27.82292424,39.36520396,32.8004432
7.4167,6.061714286,27.83915129,39.34967025,32.80611183
7.4267,6.061714286,27.86197909,39.32920039,32.80645407
7.4367,6.061714286,27.88808842,39.30807695,32.80002955
7.4467,6.061714286,27.91357048,39.29195795,32.78711411
7.4567,6.061714286,27.93580806,39.28615535,32.76907324
7.4667,6.061714286,27.95499617,39.29284932,32.74700903
7.4767,6.061714286,27.97442041,39.30744033,32.7198835
7.4867,6.061714286,27.99894249,39.31459455,32.68247892
6.7467,6.071714286,26.95208148,38.96923587,34.27250037
6.7567,6.071714286,27.05690843,38.89796715,34.25341061
6.7667,6.071714286,27.13531769,38.81942862,34.223508
6.7767,6.071714286,27.18385365,38.75674369,34.18995156
6.7867,6.071714286,27.20780771,38.72009857,34.15899917
6.7967,6.071714286,27.21810098,38.70744051,34.1342392
6.8067,6.071714286,27.22677798,38.70941862,34.11596075
6.8167,6.071714286,27.24287441,38.7152598,34.10177719
6.8267,6.071714286,27.27004315,38.71677614,34.08818301
6.8367,6.071714286,27.30645596,38.70946481,34.0724177
6.8467,6.071714286,27.34655265,38.69153594,34.05393199
6.8567,6.071714286,27.38358495,38.66264183,34.03492136
6.8667,6.071714286,27.41181914,38.62369615,34.01974147
6.8767,6.071714286,27.42767777,38.57789229,34.01342363
6.8867,6.071714286,27.42975496,38.53178077,34.01982345
6.8967,6.071714286,27.41819227,38.49489005,34.040058
6.9067,6.071714286,27.39409875,38.47713853,34.0717795
6.9167,6.071714286,27.35948766,38.48472971,34.10954225
6.9267,6.071714286,27.31773793,38.51645042,34.14614905
6.9367,6.071714286,27.27414716,38.562503,34.17454106
6.9467,6.071714286,27.23596987,38.60697275,34.18962615
6.9567,6.071714286,27.21152748,38.63325471,34.18947515
6.9667,6.071714286,27.20843802,38.63019118,34.17553152
6.9767,6.071714286,27.23150448,38.59617844,34.15180178
6.9867,6.071714286,27.28106876,38.53939922,34.12331256
6.9967,6.071714286,27.35253674,38.47418782,34.09433714
7.0067,6.071714286,27.43734596,38.41537936,34.06694717
7.0167,6.071714286,27.52507755,38.37337116,34.04032833
7.0267,6.071714286,27.60596855,38.35208649,34.01105538
7.0367,6.071714286,27.67295703,38.35038849,33.97423282
